"Number","Entity","Transaction Date","Employee","Account Name","Is Deposited","Bank Account","Reconciliation Date","Amount","AR Amount (CAD)","Exported","Memo","Amount (CAD)","Tax Amount (CAD)","Tax Amount","Withholding Tax Amount (CAD)","Withholding Tax Amount","Division","Currency","Exchange Rate","Reverse Exchange Rate","Is Printed","Online Payment","Credit (CAD)","Template Name","Realized Amount (CAD)","Gain/Loss (CAD)","Attachments","Settled Date","Confirmation Number","Status"
"18479","Chiovitti Banana Co., Ltd","10/18/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 71,798.40","97,023.60","No",,"98,435.61","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"98,435.61","-1,412.01","No",,,
"25519","Top Banana","10/17/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 23,751.00","31,968.85","No",,"32,633.87","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"32,633.87","-665.02","No",,,
"00017149752024","Costco Vaughan Wet","10/16/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 75,978.00","102,861.55","No",,"103,823.94","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"103,823.94","-962.39","No",,,
"2000242887","Sobeys Quebec City","10/13/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 6,048.00","8,279.71","No",,"8,291.81","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"8,291.81","-12.10","No",,,
"200611","GO FRESH","10/13/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 18,096.96","24,462.57","No",,"24,810.93","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"24,810.93","-348.36","No",,,
"00017045472024","Costco Vaughan Wet","10/13/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 25,326.00","34,494.01","No",,"34,721.95","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"34,721.95","-227.94","No",,,
"00016968302024","Costco Varennes","10/12/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 25,326.00","34,392.71","No",,"34,532.00","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,532.00","-139.29","No",,,
"00016968302024","Costco Vaughan Wet","10/12/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 25,326.00","34,392.71","No",,"34,532.00","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,532.00","-139.29","No",,,
"18427","Chiovitti Banana Co., Ltd","10/12/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 51,196.80","69,080.20","No",,"69,806.84","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"69,806.84","-726.64","No",,,
"562153","Courchesne Larose","10/11/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 51,100.80","68,857.25","No",,"69,675.94","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"69,675.94","-818.69","No",,,
"00016892592024","Costco Varennes","10/11/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 25,326.00","34,506.68","No",,"34,532.00","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,532.00","-25.32","No",,,
"2000235815","Sobeys BCH","10/11/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 46,080.00","62,853.12","No",,"62,830.08","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"62,830.08","23.04","No",,,
"2000235815","Sobeys Quebec City","10/11/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 15,724.80","21,286.54","No",,"21,440.76","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"21,440.76","-154.22","No",,,
"00016892592024","Costco Vaughan Wet","10/11/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 25,326.00","34,506.68","No",,"34,532.00","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,532.00","-25.32","No",,,
"25416","Top Banana","10/10/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 23,751.00","32,194.48","No",,"32,384.49","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"32,384.49","-190.01","No",,,
"00032843282024","Costco Vaughan Wet","10/10/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 50,652.00","68,734.77","No",,"69,064.00","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"69,064.00","-329.23","No",,,
"00032843282024","Costco Varennes","10/10/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 25,326.00","34,342.06","No",,"34,532.00","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,532.00","-189.94","No",,,
"00016822832024","Costco Vaughan Wet","10/10/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 25,326.00","34,696.62","No",,"34,532.00","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,532.00","164.62","No",,,
"2000233112","Sobeys Quebec City","10/06/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 7,257.60","9,855.82","No",,"9,971.94","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"9,971.94","-116.12","No",,,
"200607","GO FRESH","10/06/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 9,048.48","12,328.55","No",,"12,432.61","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"12,432.61","-104.06","No",,,
"00016702192024","Costco Vaughan Wet","10/06/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 50,511.12","69,073.96","No",,"69,402.28","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"69,402.28","-328.32","No",,,
"00016702192024","Costco Varennes","10/06/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 25,326.00","34,696.62","No",,"34,797.92","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"34,797.92","-101.30","No",,,
"00016702192024","Costco Vaughan Wet","10/06/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 25,326.00","34,696.62","No",,"34,797.92","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"34,797.92","-101.30","No",,,
"005720822167","Costco Vaughan Wet","10/05/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 25,326.00","34,696.62","No",,"34,962.54","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.38","No","No","0.00",,"34,962.54","-265.92","No",,,
"005720822167","Costco Varennes","10/05/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 25,326.00","34,696.62","No",,"34,962.54","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.38","No","No","0.00",,"34,962.54","-265.92","No",,,
"KPI01034","Krown Produce  Fresh At Its Best™","10/05/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 45,990.00","62,281.96","No",,"63,489.20","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.72","1.38","No","No","0.00",,"63,489.20","-1,207.24","No",,,
"2000223180","Sobeys BCH","10/04/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 23,040.00","31,403.52","No",,"31,656.96","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"31,656.96","-253.44","No",,,
"2000223180","Sobeys Quebec City","10/04/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 4,838.40","6,594.74","No",,"6,647.96","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"6,647.96","-53.22","No",,,
"18357","Chiovitti Banana Co., Ltd","10/04/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 91,958.40","125,341.71","No",,"126,350.84","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"126,350.84","-1,009.13","No",,,
"562079","Courchesne Larose","10/04/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 25,526.40","34,613.80","No",,"35,124.33","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"35,124.33","-510.53","No",,,
"200602","GO FRESH","10/03/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 19,389.60","26,364.69","No",,"26,680.09","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.38","No","No","0.00",,"26,680.09","-315.40","No",,,
"25404","Top Banana","09/29/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","10/31/2023","USD 23,751.00","32,146.98","No",,"31,968.85","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"31,968.85","178.13","No",,,
"25317","Top Banana","09/29/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 23,751.00","32,348.86","No",,"31,968.85","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"31,968.85","380.01","No",,,
"00016324262024","Costco Vaughan Wet","09/29/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 50,652.00","68,608.13","No",,"68,177.59","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"68,177.59","430.54","No",,,
"2000216689","Sobeys Quebec City","09/28/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 7,039.68","9,576.15","No",,"9,524.69","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"9,524.69","51.46","No",,,
"00016180842024","Costco Vaughan Wet","09/27/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,326.00","34,519.34","No",,"34,380.05","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,380.05","139.29","No",,,
"00016180842024","Costco Varennes","09/27/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,326.00","34,519.34","No",,"34,380.05","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,380.05","139.29","No",,,
"561987","Courchesne Larose","09/27/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,526.40","34,690.38","No",,"34,652.09","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,652.09","38.29","No",,,
"18299","Chiovitti Banana Co., Ltd","09/27/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 60,427.20","82,527.47","No",,"82,029.92","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"82,029.92","497.55","No",,,
"2000213632","Sobeys BCH","09/26/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 69,120.00","93,657.60","No",,"93,657.60","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"0.00","0.00","No",,,
"2000213632","Sobeys Quebec City","09/26/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 14,515.20","19,675.36","No",,"19,668.10","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"19,668.10","7.26","No",,,
"2000211555","Sobeys Calgary","09/25/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 14,280.00","19,206.60","No",,"19,278.00","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"19,278.00","-71.40","No",,,
"2000211555","Sobeys Vancouver","09/25/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 14,280.00","19,206.60","No",,"19,278.00","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"19,278.00","-71.40","No",,,
"00016048462024","Costco Varennes","09/25/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,325.82","34,417.79","No",,"34,189.86","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"34,189.86","227.93","No",,,
"00016048462024","Costco Vaughan Wet","09/25/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 50,651.64","68,911.55","No",,"68,379.71","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"68,379.71","531.84","No",,,
"25255","Top Banana","09/25/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 23,751.00","32,479.49","No",,"32,063.85","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"32,063.85","415.64","No",,,
"00015962552024","Costco Vaughan Wet","09/22/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,325.82","34,493.77","No",,"34,189.86","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"34,189.86","303.91","No",,,
"KPI01015","Krown Produce  Fresh At Its Best™","09/22/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 45,990.00","62,845.34","No",,"62,086.50","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"62,086.50","758.84","No",,,
,"Sobeys Quebec City","09/21/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","01/31/2024","USD 0.00","0.00","No",,"0.00","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"0.00","0.00","No",,,
"005720808299","Costco Vaughan Wet","09/20/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,325.82","34,329.15","No",,"34,088.55","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"34,088.55","240.60","No",,,
"18260","Chiovitti Banana Co., Ltd","09/20/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 58,886.40","80,044.63","No",,"79,261.09","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"79,261.09","783.54","No",,,
"00015683922024","Costco Vaughan Wet","09/18/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 50,651.64","68,721.61","No",,"68,556.99","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"68,556.99","164.62","No",,,
"00015683922024","Costco Varennes","09/18/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,325.82","34,329.15","No",,"34,278.50","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.35","No","No","0.00",,"34,278.50","50.65","No",,,
"00015683922024","Costco Vaughan Wet","09/15/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,325.82","34,265.83","No",,"34,392.46","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,392.46","-126.63","No",,,
"200590","GO FRESH","09/15/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 9,048.48","12,265.22","No",,"12,287.84","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"12,287.84","-22.62","No",,,
"2000197429","Sobeys BCH","09/14/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 46,056.00","61,852.62","No",,"62,728.27","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"62,728.27","-875.65","No",,,
"18200","Chiovitti Banana Co., Ltd","09/13/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 60,122.68","81,626.70","No",,"81,887.09","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"81,887.09","-260.39","No",,,
"561888","Courchesne Larose","09/13/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,526.40","34,664.85","No",,"34,766.96","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,766.96","-102.11","No",,,
"00015461252024","Costco Varennes","09/13/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,325.82","34,164.53","No",,"34,493.77","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,493.77","-329.24","No",,,
"561794","Courchesne Larose","09/13/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,526.40","34,294.72","No",,"34,766.96","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,766.96","-472.24","No",,,
"00015326552024","Costco Varennes","09/11/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,325.82","34,177.20","No",,"34,506.43","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,506.43","-329.23","No",,,
"00015326552024","Costco Vaughan Wet","09/11/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 50,651.64","68,202.44","No",,"69,012.86","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"69,012.86","-810.42","No",,,
"2000189505","Sobeys Quebec City","09/11/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 7,257.60","9,732.44","No",,"9,888.48","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"9,888.48","-156.04","No",,,
"25104","Top Banana","09/11/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 23,751.00","32,253.86","No",,"32,360.74","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"32,360.74","-106.88","No",,,
"2000187894","Sobeys Quebec City","09/08/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 7,257.60","9,725.18","No",,"9,942.91","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"9,942.91","-217.73","No",,,
"00015233442024","Costco Vaughan Wet","09/08/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,371.00","34,149.37","No",,"34,758.27","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"34,758.27","-608.90","No",,,
"200586","GO FRESH","09/08/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 9,048.48","12,210.93","No",,"12,396.42","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"12,396.42","-185.49","No",,,
"25087","Top Banana","09/08/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 23,249.59","31,514.82","No",,"31,851.94","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"31,851.94","-337.12","No",,,
"181.27","Chiovitti Banana Co., Ltd","09/07/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 65,260.80","88,537.15","No",,"89,342.04","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"89,342.04","-804.89","No",,,
"KPI00995","Krown Produce  Fresh At Its Best™","09/07/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 22,995.00","31,169.73","No",,"31,480.16","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"31,480.16","-310.43","No",,,
"00015087332024","Costco Varennes","09/06/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,371.00","34,022.51","No",,"34,694.84","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"34,694.84","-672.33","No",,,
"00015087332024","Costco Vaughan Wet","09/06/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,371.00","34,022.51","No",,"34,694.84","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"34,694.84","-672.33","No",,,
"25009","Top Banana","09/05/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 23,751.00","32,135.10","No",,"32,538.87","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"32,538.87","-403.77","No",,,
"00015012362024","Costco Vaughan Wet","09/05/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,371.00","34,047.88","No",,"34,758.27","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"34,758.27","-710.39","No",,,
"2000178925","Sobeys BCH","09/05/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 35,136.00","46,663.20","No",,"48,136.32","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.37","No","No","0.00",,"48,136.32","-1,473.12","No",,,
"2000177363","Sobeys Quebec City","09/01/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 18,144.00","24,016.61","No",,"24,603.26","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"24,603.26","-586.65","No",,,
"2000177363","Sobeys BCH","09/01/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 46,128.00","61,108.08","No",,"62,549.57","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"62,549.57","-1,441.49","No",,,
"20336589","York University","09/01/2023","Karyne Manseau","Comptes clients CAD","Yes","Comptant CAD RBC","09/30/2023","CAD 160.00","160.00","No",,"160.00","0.00","CAD 0.00","0.00","CAD 0.00",,"Canadian Dollar","1.00","1.00","No","No","0.00",,"0.00","0.00","No",,,
"200581","GO FRESH","09/01/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 9,048.48","12,134.01","No",,"12,269.74","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"12,269.74","-135.73","No",,,
"00032778452023","Costco Varennes","09/01/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 25,371.00","34,047.88","No",,"34,403.08","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,403.08","-355.20","No",,,
"00032778452023","Costco Vaughan Wet","09/01/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 50,742.00","67,829.37","No",,"68,806.15","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"68,806.15","-976.78","No",,,
"0000002491","East Coast","09/01/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","09/30/2023","USD 2,699.00","3,659.84","No",,"3,659.84","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"0.00","0.00","No",,,
"18058","Chiovitti Banana Co., Ltd","08/30/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 76,828.80","103,353.95","No",,"104,487.17","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"104,487.17","-1,133.22","No",,,
"561585","Courchesne Larose","08/30/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,526.40","33,848.01","No",,"34,843.54","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,843.54","-995.53","No",,,
"00032644212023","Costco Vaughan Wet","08/30/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,616.58","No",,"34,631.42","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,631.42","-1,014.84","No",,,
"00032644212023","Costco Varennes","08/30/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,616.58","No",,"34,631.42","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"34,631.42","-1,014.84","No",,,
"2000169817","Sobeys Calgary","08/28/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 13,320.00","17,875.44","No",,"18,155.16","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"18,155.16","-279.72","No",,,
"2000169817","Sobeys Vancouver","08/28/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 13,320.00","18,008.64","No",,"18,155.16","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"18,155.16","-146.52","No",,,
"24924","Top Banana","08/28/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 23,751.00","31,909.47","No",,"32,372.61","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.73","1.36","No","No","0.00",,"32,372.61","-463.14","No",,,
"00032516132023","Costco Varennes","08/28/2023","Karyne Manseau","Comptes clients USD","Yes","Comptant USD RBC","08/31/2023","USD 25,371.00","33,641.95","No",,"34,479.19","0.00","USD 0.00","0.00","USD 0.00",,"United States Dollar","0.74","1.36","No","No","0.00",,"34,479.19","-837.24","No",,,
