supplier,origin_port,destination_port,carrier,type,origin_country,destination_country
ASOGUABO,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Surgesa S.A.,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ZIM,Ocean,Ecuador,United States
COQUIMBA,CORINTO,Philadelphia,Maersk,Ocean,Nicaragua,United States
APPBOSA,Paita,Philadelphia,Maersk,Ocean,Peru,United States
Latbio S.A.,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
Latbio S.A.,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
PRIECOR S.A.,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Maersk,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Seaboard,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Seaboard,Ocean,Colombia,United States
Coliman Pacific Corporation,Nogales,Calgary,TQL,Ground,United States,Canada
Marplantis Organic Sustainable Agriculture,Puerto Bolivar,Hueneme,Network,Ocean,Ecuador,United States
Latbio S.A.,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
Latbio S.A.,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
Hacienda Celia María C.A.,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
Hacienda Celia María C.A.,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Puerto Bolivar,Maersk,Ocean,Ecuador,Ecuador
ASOGUABO,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
PRIECOR S.A.,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
Surgesa S.A.,Guayaquil,Philadelphia,CMA,Ocean,Ecuador,United States
Surgesa S.A.,Guayaquil,Philadelphia,COSCO Shipping,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,CMA,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,ONE,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Maersk,Ocean,Peru,United States
COQUIMBA,CORINTO,Philadelphia,Maersk,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Maersk,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Seaboard,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Seaboard,Ocean,Colombia,United States
Coliman Pacific Corporation,Nogales,Seattle,Traffic Tech,Ground,United States,United States
Marplantis Organic Sustainable Agriculture,Puerto Bolivar,Hueneme,Network,Ocean,Ecuador,United States
Surgesa S.A.,Puerto Bolivar,Philadelphia,Maersk,Ocean,Ecuador,United States
Latbio S.A.,Guayaquil,Philadelphia,Seaboard,Ocean,Ecuador,United States
