"Account Number","Name","Street and Number","City","State","Country","Zip code","Phone","Mobile Phone","Email","Fax","Website","Contact First Name","Contact Last Name","Identification Number","Ident. number type","System ID","Parent Account","Division","Incoterms","Phone Extension","IP Address","Street and Number 1","Street and Number 2","Street and Number 3","Billing Street and Number","Billing City","Billing State","Billing Country","Billing Zip Code","Billing Street and Number 1","Billing Street and Number 2","Billing Street and Number 3","Entity ID","Inactive","Has Transactions","Type","Known Shipper","Known Shipper Expiration Date","Notes","Attachments","Transaction Tracking","Has Open Transactions","Prepaid","Date of Birth","Last Screening Status","Last Screening Date","Preferred Currency","Balance (CAD)","Credit Limit (CAD)","Due Days","Payment Terms","Available Credit (CAD)","Billing Period","Last Payment Amount (CAD)","Last Payment Date","1099 Eligible","Supplier Invoice?"
,"Zoom Video Communications Inc.",,"San Jose",,,"95113",,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Wishingstep",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"William Grandmont",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"VOLO ATHLETICS INC.",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Twitter Inc",,"San Francisco",,,"94103",,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00","12/01/2023","No","No"
,"TUX",,"Montréal","Quebec",,"H2S 2M3","(514) 664-5722",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","10,025.82","07/07/2022","No","No"
,"Transcontinental Printing 2005 G.P.",,"Saint Laurent","Qc",,"H4N 1X7","(877) 448-6650",,,,,"Michèle Laporte",,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","432.31","04/13/2023","No","No"
,"Traffic Tech Inc. CA",,"Kirkland","Quebec",,"H9H 3L1","(844) 764-0002",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Traffic Tech Inc.",,"Kirkland","QC",,"H9H 3L1","(800) 663-4721",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,"United States Dollar","0.00","0.00","0","Due on receipt","0.00","Never Apply","4,237.70","10/21/2024","No","No"
,"TI Group Inc.",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","2,121.01","01/26/2024","No","No"
,"The Ontario Produce Marketing Association",,"Toronto","Ontario",,"M8Y 1H8",,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","310.75","11/22/2024","No","No"
,"The Fair Trade Show Inc.",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"TFI TRANSPORT 3 LP",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Ten Acre Marketing",,"Grand Folks","ND",,"58201",,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","9,869.04","10/25/2022","No","No"
,"Tedy","Suite 704","Montreal","Quebec",,"H2TA4","(514) 261-8092",,,,,"Sydney Wingender",,,"Other","0",,,,,"0.0.0.0","Suite 704",,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","330.10","01/06/2025","No","No"
,"Sure Fresh SRL","Carratera Mao Esperanza km 1.5",,"Republica Dominicana",,,,,,,,,,,"Other","0",,,,,"0.0.0.0","Carratera Mao Esperanza km 1.5",,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Solertia Avantages Sociaux inc.","2065, rue Frank-Carrel, 1er étage","Montreal","QC","Canada","H3R 3L5","(514) 227-8008",,"comptabilite@bgy.ca",,,,,,"Other","0",,,,,"0.0.0.0","2065, rue Frank-Carrel, 1er étage",,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","2,242.01","06/17/2024","No","No"
,"Sobeys",,"Montreal","Quebec",,"H1G 3J5",,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,"Montreal","Quebec",,"H1G 3J5",,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","Yes","Yes",,,,,"51,661.39","0.00","0",,"0.00","Never Apply","259.51","10/22/2024","No","No"
,"Smart & Biggar LLP","P.O. Box 2999, Station D","Ottawa","Ontario",,"K1P 6L5","(613) 232-2486",,,,,"Daniel Anthony",,,"Other","0",,,,,"0.0.0.0","P.O. Box 2999, Station D",,,"P.O. Box 2999, Station D","Ottawa","Ontario",,"K1P 6L5","P.O. Box 2999, Station D",,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","No",,,,,"0.00","0.00","0","Due on receipt","0.00","Never Apply","244.95","01/31/2023","No","No"
,"SignNation Inc.",,"Newmarket","ON",,"L3Y 8Y1",,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","1,858.07","08/30/2024","No","No"
,"SEAPORT",,"Brampton","ON",,"L6S 6E9","(905) 595-0230",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
"111000012-4426928403","Maersk",,,,,,,,"arem.nicholas@maersk.com",,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","No",,,,"United States Dollar","0.06","0.00","30","Net 30","0.00","Never Apply","74,496.59","01/09/2025","No","No"
,"Scotlynn Commodities, Inc.","1150 Vittoria Rd.","Vittoria","ON","United States","N0E 1W0","(519) 900-2221",,"slcbilling@scotlynn.com",,,,,,"Other","0",,,,,"0.0.0.0","1150 Vittoria Rd.",,,"1150 Vittoria Rd.","Vittoria","ON","United States","N0E 1W0","1150 Vittoria Rd.",,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","5,062.55","08/07/2024","No","No"
,"Sarah Martin",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Sarah Lolley",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Sage 50cloud Accounting",,,,,,"(866) 867-0672",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Ronnie Natra Ihilov",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Rock the Bike !",,"Oakland","CA",,"94608",,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Revenu Quebec",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"-1.42","0.00","0",,"0.00","Never Apply","21,776.00","04/15/2024","No","No"
,"Reece Van Breda",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Randi Sayer",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Produce Marketing Association",,"Newark","DE",,"19711","1 (302) 607-2159",,,,,"Colleen McDonnell",,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","7,169.47","02/02/2022","No","No"
,"PRAGOR","Los Angeles CP60160","Uruapan","Michoacan",,,,,,,,,,,"Other","0",,,,,"0.0.0.0","Los Angeles CP60160",,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Photography by Jeff Murray",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"PFENNINGS ORGANIC VEGETABLES",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Pellerin Potvin Gagnon",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Pamela Riemenschneider",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Palmaplast",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Paks Snacks LLC",,"Huntington Beach","California",,"92647","(559) 594-7614",,,,,"Patrick Kelly",,,"Other","0",,,,,"0.0.0.0",,,,,"Huntington Beach","California",,"92647",,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","4,128.00","09/13/2024","No","No"
,"Organic Conference",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Operadora Portuaria Centroamericana","entre 1era Ave. y Zona Libre","Puerto Cortés","Honduras",,,"(504) 2564-6770",,,,,,,,"Other","0",,,,,"0.0.0.0","entre 1era Ave. y Zona Libre",,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","Yes","Yes",,,,,"-50.98","0.00","0",,"0.00","Never Apply","205.80","05/10/2024","No","No"
,"Oasis Bags",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Noelle Le Conte-Good",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Nishal Vipul Shah",,"Toronto","Ontario",,"M2N 6H8","(647) 455-1293",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","63.33","09/07/2022","No","No"
,"Nicoverde S.A.",,"San Carlos","Alajuela",,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"MUSKET TRANSPORT LTD",,"MISSISSAUGA","ONTARIO",,"L5J 1K5","(905) 823-7800",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"MTMX Logistics",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"MSC",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00","03/16/2022","No","No"
,"MOL",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"MNP LLP",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Ministère du revenu du Québec",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"-47,969.74","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Michelle Gubbels",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","174.30","08/14/2024","No","No"
,"Michele Pulichino",,"Candiac","QC",,"J5R 5P8","(514) 616-2565",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","2,095.42","12/20/2024","No","No"
,"Melanie Vert",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","21.10","06/13/2022","No","No"
,"Matthew Banks",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Mastercard",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","Yes","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00","11/30/2024","No","No"
,"Maryann Moffitt",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Mardiempre",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Manor House Group Limited",,"Oakville","ON",,"L6H 6R1","(905) 339-1279",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Magaya","Suite 300","Miami","Florida",,"33166","(786) 845-9150",,,,,"Joel Martinez",,,"Other","0",,,,,"0.0.0.0","Suite 300",,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","Yes","Yes",,,,,"1,641.58","0.00","0",,"0.00","Never Apply","1,651.32","12/06/2024","No","No"
,"Madison Hopper",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","2,232.90","12/24/2024","No","No"
,"Lyndsay Alves",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Loubna El Wacham",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"17.22","0.00","0",,"0.00","Never Apply","125.44","09/06/2024","No","No"
,"Longo Brothers Fruit Markets Inc",,"Vaughan","ON",,"L4H 3M6",,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","25,000.00","11/30/2023","No","No"
,"Lisa Sim",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","800.00","07/12/2024","No","No"
,"Linkedin",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00","11/30/2024","No","No"
,"Lindsay Walker",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Linda Labrosse",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Beneva",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","Yes","Yes",,,,,"5,967.68","0.00","0",,"0.00","Never Apply","5,422.50","12/16/2024","No","No"
,"Consultation M365","500-2525 Boul Daniel-Johnson","Laval","QC","Canada","H7T 1S9","(450) 910-1605",,"facturation@cm365.ca",,,,,,"Other","0",,,,,"0.0.0.0","500-2525 Boul Daniel-Johnson",,,"500-2525 Boul Daniel-Johnson","Laval","QC","Canada","H7T 1S9","500-2525 Boul Daniel-Johnson",,,,"No","Yes","Vendors","No",,,"No","Use default configuration","Yes","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","192.24","10/01/2024","No","No"
,"Kingston Fresh","Suite 207","Idaho Falls",,,,"(208) 522-2365",,,,,,,,"Other","0",,,,,"0.0.0.0","Suite 207",,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Kim Chackal",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","394.69","12/10/2024","No","No"
,"Karyne Manseau",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","972.11","11/22/2024","No","No"
,"Jess Kaluchi",,"Toronto","ON",,"M3A 2H4","(647) 527-0706",,,,,"Jess Kaluchi",,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Jennie Coleman",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00","12/01/2023","No","No"
,"J.O. Alvarez Inc",,"Laredo","Texas",,"78042",,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"ITradeNetwork","P.O. Box 12409","Pleasanton","CA","United States","94588",,,,,,,,,"Other","0",,,,,"0.0.0.0","P.O. Box 12409",,,"P.O. Box 12409","Pleasanton","CA","United States","94588","P.O. Box 12409",,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","13,151.13","06/26/2024","No","No"
,"IPIC",,"Montréal","QC",,"H4J 1E1",,,,,,"Alexandre Ben-Amor",,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Insignia",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Imprimeries transcontinental Inc.",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Humber College",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Holt Cargo Systems LLC",,"Gloucester City","NJ",,"8030",,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,"Gloucester City","NJ",,"8030",,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","Yes","No",,,,"United States Dollar","96,130.12","0.00","30","Net 30","0.00","Monthly (1)","22,656.48","01/09/2025","No","No"
,"Holosonic",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"Harlyn Transport",,"Pointe-Claire","Québec",,"H9R 1A1","(514) 697-9695",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","400.00","02/01/2022","No","No"
,"Hamburg Sud",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"GWBR","#1001","Montréal","Québec",,"H3Z 2P9",,,,,,,,,"Other","0",,,,,"0.0.0.0","#1001",,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","126.98","01/12/2022","No","No"
,"GT INTERMODAL",,"Montréal","QC",,"H1C 2A2","(514) 648-4848",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"GS1 Canada",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","1,810.86","09/06/2024","No","No"
,"Groupe Export Agroalimentaire",,"Sainte Julie","QC",,"J3E 1Y9","(450) 649-6266",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
"003-1051507-01822","Grocery Business Media Inc.",,"Bowmanville","ON",,"L1C 0H0","(905) 697-0467",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,"Bowmanville","ON",,"L1C 0H0",,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","3,107.50","04/10/2024","No","No"
,"Greenwich Terminals LLC",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.01","0.00","0",,"0.00","Never Apply","1,074.03","01/09/2025","No","No"
,"Green Campus Co-operative","Ross Building, S764","Totonto","Ontario",,"M3J 1P3",,,,,,,,,"Other","0",,,,,"0.0.0.0","Ross Building, S764",,,,,,,,,,,,"No","Yes","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"4,672.32","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"GEODIS USA inc",,"Philadelphia",,,,"(215) 238-8600",,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
,"GDFD2U",,,,,,,,,,,,,,"Other","0",,,,,"0.0.0.0",,,,,,,,,,,,,"No","No","Vendors","No",,,"No","Use default configuration","No","Yes",,,,,"0.00","0.00","0",,"0.00","Never Apply","0.00",,"No","No"
