Type,Number,Applied to,Date,Employee,Account Name,Debit (CAD),Credit (CAD),Balance (CAD),Memo,Reconciliation Date,Debit,Credit,Balance,Cleared,Clearing,Currency,Internal Type,Amount (CAD),Amount
Bill,600000007788001,Twitter Inc,03/23/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,600000007788001,Twitter Inc,03/23/2022,Karyne Manseau,B2C Brand Building Canada,45.78,,-45.78,,,CAD 45.78,CAD 0.00,CAD -45.78,No,No,Canadian Dollar,Bill,45.78,CAD 45.78
Bill,600000007788001,Twitter Inc,03/23/2022,Karyne Manseau,TPS/TVH payées sur achat,2.29,,-2.29,,,CAD 2.29,CAD 0.00,CAD -2.29,No,No,Canadian Dollar,BillLine,2.29,CAD 2.29
Bill,600000007788001,Twitter Inc,03/23/2022,Karyne Manseau,TVQ payée sur les achats,4.57,,-4.57,,,CAD 4.57,CAD 0.00,CAD -4.57,No,No,Canadian Dollar,BillLine,4.57,CAD 4.57
Bill,600000007788001,Twitter Inc,03/23/2022,Karyne Manseau,Mastercard à payer,,52.64,52.64,,,CAD 0.00,CAD 52.64,CAD 52.64,No,No,Canadian Dollar,BillLine,-52.64,CAD -52.64
Bill,600000007789064,Twitter Inc,03/23/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,600000007789064,Twitter Inc,03/23/2022,Karyne Manseau,B2C Brand Building Canada,39.38,,-39.38,,,CAD 39.38,CAD 0.00,CAD -39.38,No,No,Canadian Dollar,Bill,39.38,CAD 39.38
Bill,600000007789064,Twitter Inc,03/23/2022,Karyne Manseau,TPS/TVH payées sur achat,1.97,,-1.97,,,CAD 1.97,CAD 0.00,CAD -1.97,No,No,Canadian Dollar,BillLine,1.97,CAD 1.97
Bill,600000007789064,Twitter Inc,03/23/2022,Karyne Manseau,TVQ payée sur les achats,3.93,,-3.93,,,CAD 3.93,CAD 0.00,CAD -3.93,No,No,Canadian Dollar,BillLine,3.93,CAD 3.93
Bill,600000007789064,Twitter Inc,03/23/2022,Karyne Manseau,Mastercard à payer,,45.28,45.28,,,CAD 0.00,CAD 45.28,CAD 45.28,No,No,Canadian Dollar,BillLine,-45.28,CAD -45.28
Bill,381886,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Comptes payables USD,,169.71,-169.71,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381886,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,US Clearance,169.71,,-169.71,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381887,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Comptes payables USD,,483.99,-483.99,,,USD 0.00,USD 385.00,USD -385.00,No,No,United States Dollar,Bill,483.99,USD 385.00
Bill,381887,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,US Clearance,201.14,,-201.14,,,USD 160.00,USD 0.00,USD -160.00,No,No,United States Dollar,Bill,201.14,USD 160.00
Bill,381887,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Inspections douanières,282.85,,-282.85,,,USD 225.00,USD 0.00,USD -225.00,No,No,United States Dollar,Bill,282.85,USD 225.00
Bill,381888,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Comptes payables USD,,483.99,-483.99,,,USD 0.00,USD 385.00,USD -385.00,No,No,United States Dollar,Bill,483.99,USD 385.00
Bill,381888,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,US Clearance,201.14,,-201.14,,,USD 160.00,USD 0.00,USD -160.00,No,No,United States Dollar,Bill,201.14,USD 160.00
Bill,381888,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Inspections douanières,282.85,,-282.85,,,USD 225.00,USD 0.00,USD -225.00,No,No,United States Dollar,Bill,282.85,USD 225.00
Bill,381890,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Comptes payables USD,,483.99,-483.99,,,USD 0.00,USD 385.00,USD -385.00,No,No,United States Dollar,Bill,483.99,USD 385.00
Bill,381890,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,US Clearance,201.14,,-201.14,,,USD 160.00,USD 0.00,USD -160.00,No,No,United States Dollar,Bill,201.14,USD 160.00
Bill,381890,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Inspections douanières,282.85,,-282.85,,,USD 225.00,USD 0.00,USD -225.00,No,No,United States Dollar,Bill,282.85,USD 225.00
Bill,381897,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Comptes payables USD,,169.71,-169.71,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381897,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,US Clearance,169.71,,-169.71,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381898,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Comptes payables USD,,169.71,-169.71,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381898,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,US Clearance,169.71,,-169.71,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381899,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Comptes payables USD,,169.71,-169.71,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381899,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,US Clearance,169.71,,-169.71,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381932,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Comptes payables USD,,169.71,-169.71,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381932,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,US Clearance,169.71,,-169.71,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381933,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Comptes payables USD,,169.71,-169.71,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381933,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,US Clearance,169.71,,-169.71,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381934,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,Comptes payables USD,,169.71,-169.71,,,USD 0.00,USD 135.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,381934,721 LOGISTICS LLC DBA J&K FRESHEAST,03/23/2022,Karyne Manseau,US Clearance,169.71,,-169.71,,,USD 135.00,USD 0.00,USD -135.00,No,No,United States Dollar,Bill,169.71,USD 135.00
Bill,C39435436-00,FEDEX,03/23/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C39435436-00,FEDEX,03/23/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C39435436-00,FEDEX,03/23/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Invoice,3911,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Comptes clients USD,"15,407.71",,"15,407.71",,,"USD 12,240.00",USD 0.00,"USD 12,240.00",No,No,United States Dollar,Invoice,"15,407.71","USD 12,240.00"
Invoice,3911,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Ventes,,"15,407.71","15,407.71",,,USD 0.00,"USD 12,240.00","USD 12,240.00",No,No,United States Dollar,Invoice,"15,407.71","USD 12,240.00"
Invoice,3911,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Inventaire des fruits,,"8,253.54","-8,253.54",,,CAD 0.00,"CAD 8,253.54","CAD -8,253.54",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"8,253.54","CAD 8,253.54"
Invoice,3911,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Coût du fruit,"8,253.54",,"-8,253.54",,,"CAD 8,253.54",CAD 0.00,"CAD -8,253.54",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"8,253.54","CAD 8,253.54"
Invoice,3912,GO FRESH,03/23/2022,Karyne Manseau,Comptes clients USD,"15,407.71",,"15,407.71",,,"USD 12,240.00",USD 0.00,"USD 12,240.00",No,No,United States Dollar,Invoice,"15,407.71","USD 12,240.00"
Invoice,3912,GO FRESH,03/23/2022,Karyne Manseau,Ventes,,"15,407.71","15,407.71",,,USD 0.00,"USD 12,240.00","USD 12,240.00",No,No,United States Dollar,Invoice,"15,407.71","USD 12,240.00"
Invoice,3912,GO FRESH,03/23/2022,Karyne Manseau,Inventaire des fruits,,"8,253.54","-8,253.54",,,CAD 0.00,"CAD 8,253.54","CAD -8,253.54",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"8,253.54","CAD 8,253.54"
Invoice,3912,GO FRESH,03/23/2022,Karyne Manseau,Coût du fruit,"8,253.54",,"-8,253.54",,,"CAD 8,253.54",CAD 0.00,"CAD -8,253.54",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"8,253.54","CAD 8,253.54"
Invoice,3913,Courchesne Larose,03/23/2022,Karyne Manseau,Comptes clients USD,"30,622.83",,"30,622.83",,,"USD 24,327.00",USD 0.00,"USD 24,327.00",No,No,United States Dollar,Invoice,"30,622.83","USD 24,327.00"
Invoice,3913,Courchesne Larose,03/23/2022,Karyne Manseau,Ventes,,"30,622.83","30,622.83",,,USD 0.00,"USD 24,327.00","USD 24,327.00",No,No,United States Dollar,Invoice,"30,622.83","USD 24,327.00"
Invoice,3913,Courchesne Larose,03/23/2022,Karyne Manseau,Inventaire des fruits,,"16,354.95","-16,354.95",,,CAD 0.00,"CAD 16,354.95","CAD -16,354.95",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"16,354.95","CAD 16,354.95"
Invoice,3913,Courchesne Larose,03/23/2022,Karyne Manseau,Coût du fruit,"16,354.95",,"-16,354.95",,,"CAD 16,354.95",CAD 0.00,"CAD -16,354.95",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"16,354.95","CAD 16,354.95"
Invoice,3914,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Comptes clients USD,"27,105.49",,"27,105.49",,,"USD 21,532.80",USD 0.00,"USD 21,532.80",No,No,United States Dollar,Invoice,"27,105.49","USD 21,532.80"
Invoice,3914,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Ventes,,"27,105.49","27,105.49",,,USD 0.00,"USD 21,532.80","USD 21,532.80",No,No,United States Dollar,Invoice,"27,105.49","USD 21,532.80"
Invoice,3914,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Inventaire des fruits,,"12,068.18","-12,068.18",,,CAD 0.00,"CAD 12,068.18","CAD -12,068.18",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"12,068.18","CAD 12,068.18"
Invoice,3914,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Coût du fruit,"12,068.18",,"-12,068.18",,,"CAD 12,068.18",CAD 0.00,"CAD -12,068.18",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"12,068.18","CAD 12,068.18"
Invoice,3915,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Comptes clients USD,"16,762.98",,"16,762.98",,,"USD 13,316.64",USD 0.00,"USD 13,316.64",No,No,United States Dollar,Invoice,"16,762.98","USD 13,316.64"
Invoice,3915,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Ventes,,"15,407.71","15,407.71",,,USD 0.00,"USD 12,240.00","USD 12,240.00",No,No,United States Dollar,Invoice,"15,407.71","USD 12,240.00"
Invoice,3915,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Ventes,,"1,355.27","1,355.27",,,USD 0.00,"USD 1,076.64","USD 1,076.64",No,No,United States Dollar,Invoice,"1,355.27","USD 1,076.64"
Invoice,3915,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Inventaire des fruits,,"8,228.91","-8,228.91",,,CAD 0.00,"CAD 8,228.91","CAD -8,228.91",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"8,228.91","CAD 8,228.91"
Invoice,3915,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Coût du fruit,"8,228.91",,"-8,228.91",,,"CAD 8,228.91",CAD 0.00,"CAD -8,228.91",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"8,228.91","CAD 8,228.91"
Invoice,3915,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Inventaire des fruits,,657.20,-657.20,,,CAD 0.00,CAD 657.20,CAD -657.20,No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,657.20,CAD 657.20
Invoice,3915,"Chiovitti Banana Co., Ltd",03/23/2022,Karyne Manseau,Coût du fruit,657.20,,-657.20,,,CAD 657.20,CAD 0.00,CAD -657.20,No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,657.20,CAD 657.20
Invoice,3916,GO FRESH,03/23/2022,Karyne Manseau,Comptes clients USD,"13,866.94",,"13,866.94",,,"USD 11,016.00",USD 0.00,"USD 11,016.00",No,No,United States Dollar,Invoice,"13,866.94","USD 11,016.00"
Invoice,3916,GO FRESH,03/23/2022,Karyne Manseau,Ventes,,"13,866.94","13,866.94",,,USD 0.00,"USD 11,016.00","USD 11,016.00",No,No,United States Dollar,Invoice,"13,866.94","USD 11,016.00"
Invoice,3916,GO FRESH,03/23/2022,Karyne Manseau,Inventaire des fruits,,"7,406.01","-7,406.01",,,CAD 0.00,"CAD 7,406.01","CAD -7,406.01",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"7,406.01","CAD 7,406.01"
Invoice,3916,GO FRESH,03/23/2022,Karyne Manseau,Coût du fruit,"7,406.01",,"-7,406.01",,,"CAD 7,406.01",CAD 0.00,"CAD -7,406.01",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"7,406.01","CAD 7,406.01"
Invoice,3917,Sobeys,03/23/2022,Karyne Manseau,Comptes clients CAD,"31,680.00",,"31,680.00",,,"CAD 31,680.00",CAD 0.00,"CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3917,Sobeys BCH,03/23/2022,Karyne Manseau,Ventes,,"31,680.00","31,680.00",,,CAD 0.00,"CAD 31,680.00","CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3917,Sobeys,03/23/2022,Karyne Manseau,Inventaire des fruits,,"16,392.60","-16,392.60",,,CAD 0.00,"CAD 16,392.60","CAD -16,392.60",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"16,392.60","CAD 16,392.60"
Invoice,3917,Sobeys,03/23/2022,Karyne Manseau,Coût du fruit,"16,392.60",,"-16,392.60",,,"CAD 16,392.60",CAD 0.00,"CAD -16,392.60",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"16,392.60","CAD 16,392.60"
Bill,22H57652,Holt Cargo Systems LLC,03/24/2022,Karyne Manseau,Comptes payables USD,,"3,198.98","-3,198.98",,,USD 0.00,"USD 2,550.00","USD -2,550.00",No,No,United States Dollar,Bill,"3,198.98","USD 2,550.00"
Bill,22H57652,Holt Cargo Systems LLC,03/24/2022,Karyne Manseau,Livraison au client,"3,198.98",,"-3,198.98",,,"USD 2,550.00",USD 0.00,"USD -2,550.00",No,No,United States Dollar,Bill,"3,198.98","USD 2,550.00"
Bill,22H57793,Holt Cargo Systems LLC,03/24/2022,Karyne Manseau,Comptes payables USD,,"3,763.50","-3,763.50",,,USD 0.00,"USD 3,000.00","USD -3,000.00",No,No,United States Dollar,Bill,"3,763.50","USD 3,000.00"
Bill,22H57793,Holt Cargo Systems LLC,03/24/2022,Karyne Manseau,Livraison au client,"3,481.24",,"-3,481.24",,,"USD 2,775.00",USD 0.00,"USD -2,775.00",No,No,United States Dollar,Bill,"3,481.24","USD 2,775.00"
Bill,22H57793,Holt Cargo Systems LLC,03/24/2022,Karyne Manseau,Reefer plugin,282.26,,-282.26,,,USD 225.00,USD 0.00,USD -225.00,No,No,United States Dollar,Bill,282.26,USD 225.00
Bill Payment,3899,Kiosk Dimensions inc.,03/24/2022,Karyne Manseau,Comptant CAD,,"22,748.44","-22,748.44",,04/30/2022,CAD 0.00,"CAD 22,748.44","CAD -22,748.44",Yes,No,Canadian Dollar,BillPaymentCheck,"22,748.44","CAD 22,748.44"
Check,3899,Kiosk Dimensions inc.,03/24/2022,Karyne Manseau,Comptes payables CAD,"22,748.44",,"-22,748.44",,,"CAD 22,748.44",CAD 0.00,"CAD -22,748.44",Yes,No,Canadian Dollar,CheckAdjustLine,"22,748.44","CAD 22,748.44"
Bill,9526920862,Sealand,03/24/2022,Karyne Manseau,Comptes payables USD,,"4,675.52","-4,675.52",,,USD 0.00,"USD 3,727.00","USD -3,727.00",No,No,United States Dollar,Bill,"4,675.52","USD 3,727.00"
Bill,9526920862,Maersk,03/24/2022,Karyne Manseau,Transport Maritime,"4,675.52",,"-4,675.52",,,"USD 3,727.00",USD 0.00,"USD -3,727.00",No,No,United States Dollar,Bill,"4,675.52","USD 3,727.00"
Bill,9526920863,Sealand,03/24/2022,Karyne Manseau,Comptes payables USD,,250.90,-250.90,,,USD 0.00,USD 200.00,USD -200.00,No,No,United States Dollar,Bill,250.90,USD 200.00
Bill,9526920863,Maersk,03/24/2022,Karyne Manseau,Detention,250.90,,-250.90,,,USD 200.00,USD 0.00,USD -200.00,No,No,United States Dollar,Bill,250.90,USD 200.00
Payment,00024902312022,Costco Vaughan Wet,03/24/2022,Karyne Manseau,Comptes clients USD,,"29,108.22","29,108.22",,03/31/2022,USD 0.00,"USD 22,684.09","USD 22,684.09",Yes,No,United States Dollar,Payment,"29,108.22","USD 22,684.09"
Payment,00024902312022,Costco Vaughan Wet,03/24/2022,Karyne Manseau,Comptant USD,"28,457.19",,"-28,457.19",,03/31/2022,"USD 22,684.09",USD 0.00,"USD -22,684.09",Yes,No,United States Dollar,PaymentAdjustLine,"28,457.19","USD 22,684.09"
Payment,00024902312022,Costco Vaughan Wet,03/24/2022,Karyne Manseau,Gains/Pertes de change réalisés Magaya,651.03,,-651.03,Currency Adjustment,,CAD 651.03,CAD 0.00,CAD -651.03,No,No,Canadian Dollar,PaymentAdjustLine,651.03,CAD 651.03
Bill,2023,AgroFair,03/24/2022,Karyne Manseau,Comptes payables USD,,,,,,USD 0.00,USD 0.00,USD -0.00,No,No,United States Dollar,Bill,0.00,USD 0.00
Bill,2023,AgroFair,03/24/2022,Karyne Manseau,Frais qualité - origine,120.43,,-120.43,,,USD 96.00,USD 0.00,USD -96.00,No,No,United States Dollar,Bill,120.43,USD 96.00
Bill,2023,AgroFair,03/24/2022,Karyne Manseau,Frais courus qualité-origine,,120.43,120.43,,,USD 0.00,USD 96.00,USD 96.00,No,No,United States Dollar,BillLine,-120.43,USD -96.00
Bill,2023,Fairtrade Canada inc.,03/24/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,2023,Fairtrade Canada inc.,03/24/2022,Karyne Manseau,Frais de licence CA,220.40,,-220.40,,,CAD 220.40,CAD 0.00,CAD -220.40,No,No,Canadian Dollar,Bill,220.40,CAD 220.40
Bill,2023,Fairtrade Canada inc.,03/24/2022,Karyne Manseau,Frais courus Fairtrade CA,,220.40,220.40,,,CAD 0.00,CAD 220.40,CAD 220.40,No,No,Canadian Dollar,BillLine,-220.40,CAD -220.40
Bill,9541917636,COQUIMBA,03/24/2022,Karyne Manseau,Comptes payables USD,,125.45,-125.45,,,USD 0.00,USD 100.00,USD -100.00,No,No,United States Dollar,Bill,125.45,USD 100.00
Bill,9541917636,COQUIMBA,03/24/2022,Karyne Manseau,Transport Maritime,125.45,,-125.45,,,USD 100.00,USD 0.00,USD -100.00,No,No,United States Dollar,Bill,125.45,USD 100.00
Bill,9541917636,COQUIMBA,03/24/2022,Karyne Manseau,Comptes payables USD,,125.45,-125.45,,,USD 0.00,USD 100.00,USD -100.00,No,No,United States Dollar,Bill,125.45,USD 100.00
Bill,9541917636,COQUIMBA,03/24/2022,Karyne Manseau,Transport Maritime,125.45,,-125.45,,,USD 100.00,USD 0.00,USD -100.00,No,No,United States Dollar,Bill,125.45,USD 100.00
Bill,002680158609,Desjardins Assurances,03/24/2022,Karyne Manseau,Comptes payables CAD,,"1,456.74","-1,456.74",,,CAD 0.00,"CAD 1,456.74","CAD -1,456.74",No,No,Canadian Dollar,Bill,"1,456.74","CAD 1,456.74"
Bill,002680158609,Desjardins Assurances,03/24/2022,Karyne Manseau,REER à payer,728.37,,-728.37,,,CAD 728.37,CAD 0.00,CAD -728.37,No,No,Canadian Dollar,BillLine,728.37,CAD 728.37
Bill,002680158609,Desjardins Assurances,03/24/2022,Karyne Manseau,RPDB à payer (portion employeur),526.99,,-526.99,,,CAD 526.99,CAD 0.00,CAD -526.99,No,No,Canadian Dollar,BillLine,526.99,CAD 526.99
Bill,002680158609,Desjardins Assurances,03/24/2022,Karyne Manseau,REER Patronale,201.38,,-201.38,,,CAD 201.38,CAD 0.00,CAD -201.38,No,No,Canadian Dollar,BillLine,201.38,CAD 201.38
Bill,2038,Fairtrade Canada inc.,03/24/2022,Karyne Manseau,Comptes payables CAD,,,,,,CAD 0.00,CAD 0.00,CAD -0.00,No,No,Canadian Dollar,Bill,0.00,CAD 0.00
Bill,2038,Fairtrade Canada inc.,03/24/2022,Karyne Manseau,Frais de licence CA,235.09,,-235.09,,,CAD 235.09,CAD 0.00,CAD -235.09,No,No,Canadian Dollar,Bill,235.09,CAD 235.09
Bill,2038,Fairtrade Canada inc.,03/24/2022,Karyne Manseau,Frais courus Fairtrade CA,,235.09,235.09,,,CAD 0.00,CAD 235.09,CAD 235.09,No,No,Canadian Dollar,BillLine,-235.09,CAD -235.09
Bill,C39443959-00,FEDEX,03/24/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C39443959-00,FEDEX,03/24/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C39443959-00,FEDEX,03/24/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C39444299-00,FEDEX,03/24/2022,Karyne Manseau,Comptes payables CAD,,47.91,-47.91,,,CAD 0.00,CAD 47.91,CAD -47.91,No,No,Canadian Dollar,Bill,47.91,CAD 47.91
Bill,C39444299-00,FEDEX,03/24/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C39444299-00,FEDEX,03/24/2022,Karyne Manseau,TPS/TVH payées sur achat,5.51,,-5.51,,,CAD 5.51,CAD 0.00,CAD -5.51,No,No,Canadian Dollar,BillLine,5.51,CAD 5.51
Bill,C39408694-00,FEDEX,03/24/2022,Karyne Manseau,Comptes payables CAD,,48.74,-48.74,,,CAD 0.00,CAD 48.74,CAD -48.74,No,No,Canadian Dollar,Bill,48.74,CAD 48.74
Bill,C39408694-00,FEDEX,03/24/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C39408694-00,FEDEX,03/24/2022,Karyne Manseau,TPS/TVH payées sur achat,2.12,,-2.12,,,CAD 2.12,CAD 0.00,CAD -2.12,No,No,Canadian Dollar,BillLine,2.12,CAD 2.12
Bill,C39408694-00,FEDEX,03/24/2022,Karyne Manseau,TVQ payée sur les achats,4.22,,-4.22,,,CAD 4.22,CAD 0.00,CAD -4.22,No,No,Canadian Dollar,BillLine,4.22,CAD 4.22
Bill,C39414454-00,FEDEX,03/24/2022,Karyne Manseau,Comptes payables CAD,,48.74,-48.74,,,CAD 0.00,CAD 48.74,CAD -48.74,No,No,Canadian Dollar,Bill,48.74,CAD 48.74
Bill,C39414454-00,FEDEX,03/24/2022,Karyne Manseau,US Clearance,42.40,,-42.40,,,CAD 42.40,CAD 0.00,CAD -42.40,No,No,Canadian Dollar,Bill,42.40,CAD 42.40
Bill,C39414454-00,FEDEX,03/24/2022,Karyne Manseau,TPS/TVH payées sur achat,2.12,,-2.12,,,CAD 2.12,CAD 0.00,CAD -2.12,No,No,Canadian Dollar,BillLine,2.12,CAD 2.12
Bill,C39414454-00,FEDEX,03/24/2022,Karyne Manseau,TVQ payée sur les achats,4.22,,-4.22,,,CAD 4.22,CAD 0.00,CAD -4.22,No,No,Canadian Dollar,BillLine,4.22,CAD 4.22
Invoice,3918,Sobeys,03/24/2022,Karyne Manseau,Comptes clients CAD,"31,680.00",,"31,680.00",,,"CAD 31,680.00",CAD 0.00,"CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3918,Sobeys BCH,03/24/2022,Karyne Manseau,Ventes,,"31,680.00","31,680.00",,,CAD 0.00,"CAD 31,680.00","CAD 31,680.00",No,No,Canadian Dollar,Invoice,"31,680.00","CAD 31,680.00"
Invoice,3918,Sobeys,03/24/2022,Karyne Manseau,Inventaire des fruits,,"17,046.20","-17,046.20",,,CAD 0.00,"CAD 17,046.20","CAD -17,046.20",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"17,046.20","CAD 17,046.20"
Invoice,3918,Sobeys,03/24/2022,Karyne Manseau,Coût du fruit,"17,046.20",,"-17,046.20",,,"CAD 17,046.20",CAD 0.00,"CAD -17,046.20",No,No,Canadian Dollar,InventoryAssetAdjustmentInvoice,"17,046.20","CAD 17,046.20"
Invoice,3919,"Chiovitti Banana Co., Ltd",03/24/2022,Karyne Manseau,Comptes clients USD,"27,105.49",,"27,105.49",,,"USD 21,532.80",USD 0.00,"USD 21,532.80",No,No,United States Dollar,Invoice,"27,105.49","USD 21,532.80"
