Status,Invoiced,Number,Date,Buyer,Job,Quantity,Amount,Shipping Date,Amount (CAD),Unbilled Balance (CAD),Unpaid Balance (CAD),Employee,Weight (lb),Volume (ft³),Approved Date,Payment Terms,Notes,Currency,Billing Address,Shipping Address,Seller Address,Exchange Rate,Is Cancelled,Reverse Exchange Rate,Paid,Amt. Before Tax (CAD),Other Charges (CAD),Items Amount (CAD),Billing Client,Total Discount (CAD),Total Discount,Purchase Order,Lot Number,Container#
Delivered,Yes,3148,11/06/2023,Costco Varennes,3148.0,900,USD 25326.00,11/07/2023,"34,671.29",-430.55,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/09/2023,Net 30,,United States Dollar,"3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"34,671.29",0.0,"34,671.29",Costco Varennes,0.0,USD 0.00,5741031209,,SMLU5467211
Delivered,Yes,3159Q2,11/03/2023,Sobeys Quebec City,3159.0,240,USD 6048.00,11/13/2023,"8,334.14",-48.39,0.00,Claudia Ramirez,"9,598.05",508.53,11/20/2023,Net 30,,United States Dollar,"950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"8,334.14",0.0,"8,334.14",Sobeys Quebec City,0.0,USD 0.00,4566457151,0011e464,TEMU9174919
Delivered,Yes,3159Q1,11/03/2023,Sobeys Quebec City,3159.0,240,USD 6048.00,11/09/2023,"8,334.14",-24.20,0.00,Claudia Ramirez,"9,598.05",508.53,11/13/2023,Net 30,,United States Dollar,"950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"8,334.14",0.0,"8,334.14",Sobeys Quebec City,0.0,USD 0.00,4566457150,0011e464,TEMU9174919
Delivered,Yes,3136,11/03/2023,Krown Produce  Fresh At Its Best™,3136.0,900,USD 22995.00,11/06/2023,"31,687.11",206.95,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/09/2023,Net 10,,United States Dollar,"4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"31,687.11",0.0,"31,687.11",Krown Produce  Fresh At Its Best™,0.0,USD 0.00,AL1333,,SZLU9508124
Delivered,Yes,3141,11/03/2023,Sobeys BCH,3141.0,960,CAD 23040.00,11/06/2023,"23,040.00","-8,501.76",0.00,Claudia Ramirez,"38,392.18","2,034.12",11/09/2023,Net 30,,Canadian Dollar,"Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1.0,No,1.0,Yes,"23,040.00",0.0,"23,040.00",Sobeys BCH,0.0,CAD 0.00,4566457155,,SMLU5452464
Delivered,Yes,3132,11/03/2023,Top Banana,3132.0,900,USD 23751.00,11/06/2023,"32,728.88",213.76,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/09/2023,Net 30,,United States Dollar,"415 NYC Terminal Market, Bronx, NY 10474. United States","415 NYC Terminal Market, Bronx, NY 10474. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"32,728.88",0.0,"32,728.88",Top Banana,0.0,USD 0.00,110623,,CGMU5288269
Delivered,Yes,4014,11/03/2023,"Chiovitti Banana Co., Ltd",4014.0,960,USD 25632.00,11/06/2023,"35,320.90",230.69,0.00,Claudia Ramirez,"38,392.18","2,034.12",11/09/2023,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"35,320.90",0.0,"35,320.90","Chiovitti Banana Co., Ltd",0.0,USD 0.00,236171 ,,
Delivered,Yes,3144,11/03/2023,Costco Vaughan Wet,3144.0,900,USD 25326.00,11/06/2023,"34,899.23",-202.61,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/09/2023,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"34,899.23",0.0,"34,899.23",Costco Vaughan Wet,0.0,USD 0.00,236170 ,,
Delivered,Yes,3118,11/03/2023,"Chiovitti Banana Co., Ltd",3118.0,960,USD 21753.60,11/05/2023,"29,976.46",0.00,0.00,Claudia Ramirez,"38,392.18","2,034.12",11/08/2023,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"29,976.46",0.0,"29,976.46","Chiovitti Banana Co., Ltd",0.0,USD 0.00,236168,,
Delivered,Yes,3124,11/03/2023,Costco Vaughan Wet,3124.0,900,USD 25326.00,11/05/2023,"34,899.23",-101.30,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/08/2023,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"34,899.23",0.0,"34,899.23",Costco Vaughan Wet,0.0,USD 0.00,236167 ,,
Delivered,Yes,3122,11/03/2023,Courchesne Larose,3122.0,960,USD 25526.40,11/04/2023,"35,175.38",0.00,0.00,Claudia Ramirez,"38,392.18","2,034.12",11/07/2023,Net 30,,United States Dollar,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"35,175.38",0.0,"35,175.38",Courchesne Larose,0.0,USD 0.00,2377194,,CGMU9404644
Delivered,Yes,3123,11/03/2023,Costco Vaughan Wet,3123.0,900,USD 25326.00,11/04/2023,"34,899.23",-101.30,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/07/2023,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"34,899.23",0.0,"34,899.23",Costco Vaughan Wet,0.0,USD 0.00,236029,,
Delivered,Yes,3125,11/02/2023,Four Seasons,3125.0,960,USD 23155.20,11/03/2023,"32,023.64",115.77,0.00,Claudia Ramirez,"38,392.18","2,034.12",11/07/2023,Net 20,,United States Dollar,"400 Wabash Road, Ephrata, PA 17522. United States","400 Wabash Road, Ephrata, PA 17522. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.38,Yes,"32,023.64",0.0,"32,023.64",Four Seasons,0.0,USD 0.00,1680989,,TTNU8661704
Delivered,Yes,3131,11/02/2023,Costco Varennes,3131.0,900,USD 25326.00,11/03/2023,"35,025.86",25.33,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/07/2023,Net 30,,United States Dollar,"3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.38,Yes,"35,025.86",0.0,"35,025.86",Costco Varennes,0.0,USD 0.00,5741024349,,TRIU8032100
Delivered,Yes,3121,11/01/2023,Costco Vaughan Wet,3121.0,900,USD 25326.00,11/02/2023,"35,279.12",379.89,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/03/2023,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"35,279.12",0.0,"35,279.12",Costco Vaughan Wet,0.0,USD 0.00,236028,,
Delivered,Yes,3117,11/01/2023,"Chiovitti Banana Co., Ltd",3117.0,960,USD 21753.60,11/02/2023,"30,302.76",217.53,0.00,Claudia Ramirez,"38,392.18","2,034.12",11/03/2023,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"30,302.76",0.0,"30,302.76","Chiovitti Banana Co., Ltd",0.0,USD 0.00,236027,,
Delivered,Yes,3116,10/31/2023,"Chiovitti Banana Co., Ltd",3116.0,960,USD 25632.00,11/01/2023,"35,513.14",-192.24,0.00,Claudia Ramirez,"38,392.18","2,034.12",11/03/2023,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"35,513.14",0.0,"35,513.14","Chiovitti Banana Co., Ltd",0.0,USD 0.00,236026,,
Delivered,Yes,3120,10/31/2023,Costco Varennes,3120.0,900,USD 25326.00,11/01/2023,"35,152.49",253.26,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/03/2023,Net 30,,United States Dollar,"3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"35,152.49",0.0,"35,152.49",Costco Varennes,0.0,USD 0.00,5741024339,,MNBU4227336
Delivered,Yes,3110,10/30/2023,Krown Produce  Fresh At Its Best™,3110.0,900,USD 22995.00,11/01/2023,"31,917.06",57.49,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/07/2023,Net 10,,United States Dollar,"4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"31,917.06",0.0,"31,917.06",Krown Produce  Fresh At Its Best™,0.0,USD 0.00,AL1281,,SEKU9260487
Delivered,Yes,3114,10/30/2023,Top Banana,3114.0,900,USD 23751.00,10/31/2023,"32,966.39",59.38,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/01/2023,Net 30,,United States Dollar,"415 NYC Terminal Market, Bronx, NY 10474. United States","415 NYC Terminal Market, Bronx, NY 10474. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"32,966.39",0.0,"32,966.39",Top Banana,0.0,USD 0.00,311023,,SZLU9065643
Delivered,Yes,3107,10/27/2023,Sobeys BCH,3107.0,960,USD 23040.00,10/30/2023,"31,933.44",-46.08,0.00,Claudia Ramirez,"38,392.18","2,034.12",,Net 30,,United States Dollar,"Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"31,933.44",0.0,"31,933.44",Sobeys BCH,0.0,USD 0.00,4566429679,,
Delivered,Yes,3143,10/27/2023,Costco Vaughan Wet,3143.0,900,USD 25326.00,10/30/2023,"35,101.84",202.61,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/01/2023,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"35,101.84",0.0,"35,101.84",Costco Vaughan Wet,0.0,USD 0.00,236025,,
Delivered,Yes,3138,10/27/2023,Costco Vaughan Wet,3138.0,900,USD 25326.00,10/29/2023,"35,101.84",75.98,0.00,Claudia Ramirez,"35,992.67","1,906.99",11/01/2023,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"35,101.84",0.0,"35,101.84",Costco Vaughan Wet,0.0,USD 0.00,236022,,
Delivered,Yes,3119G,10/27/2023,GO FRESH,3119.0,336,USD 9048.48,10/30/2023,"12,541.19",-18.10,0.00,Claudia Ramirez,"13,437.26",711.94,11/01/2023,Net 30,,United States Dollar,"247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","302 Dwight Avenue, Toronto, ON M8W 2W7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"12,541.19",0.0,"12,541.19",GO FRESH,0.0,USD 0.00,14771,,
Delivered,Yes,3119C,10/27/2023,"Chiovitti Banana Co., Ltd",3119.0,624,USD 14721.60,10/30/2023,"20,404.13",-29.45,0.00,Claudia Ramirez,"24,954.92","1,322.18",11/01/2023,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"20,404.13",0.0,"20,404.13","Chiovitti Banana Co., Ltd",0.0,USD 0.00,236024,,
Delivered,Yes,3105,10/27/2023,"Chiovitti Banana Co., Ltd",3105.0,960,USD 21753.60,10/29/2023,"30,150.49",0.00,0.00,Claudia Ramirez,"38,392.18","2,034.12",11/01/2023,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"30,150.49",0.0,"30,150.49","Chiovitti Banana Co., Ltd",0.0,USD 0.00,236023,,
Delivered,Yes,3109V,10/27/2023,Costco Vaughan Wet,3109.0,785,USD 22089.90,10/28/2023,"30,616.60",-154.63,0.00,Claudia Ramirez,"31,393.61","1,663.32",11/09/2023,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"30,616.60",0.0,"30,616.60",Costco Vaughan Wet,0.0,USD 0.00,235881,,
Delivered,Yes,3113,10/26/2023,Costco Vaughan Wet,3113.0,900,USD 25326.00,10/27/2023,"35,076.51",177.28,0.00,Claudia Ramirez,"35,992.67","1,906.99",10/30/2023,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"35,076.51",0.0,"35,076.51",Costco Vaughan Wet,0.0,USD 0.00,235883,,
Delivered,Yes,4026,10/26/2023,Top Banana,4026.0,900,USD 23751.00,10/26/2023,"32,895.14",0.00,0.00,Claudia Ramirez,"35,992.67","1,906.99",10/30/2023,Net 30,,United States Dollar,"415 NYC Terminal Market, Bronx, NY 10474. United States","415 NYC Terminal Market, Bronx, NY 10474. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.39,Yes,"32,895.14",0.0,"32,895.14",Top Banana,-0.01,USD 0.00,102623,,ZMOU8891849
Delivered,Yes,3112,10/25/2023,Courchesne Larose,3112.0,960,USD 25526.40,10/27/2023,"35,290.25",-89.34,0.00,Claudia Ramirez,"38,392.18","2,034.12",10/30/2023,Net 30,,United States Dollar,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.38,Yes,"35,290.25",0.0,"35,290.25",Courchesne Larose,0.0,USD 0.00,2377193,,MMAU1281479
Delivered,Yes,3106,10/25/2023,Sobeys BCH,3106.0,960,USD 23040.00,10/26/2023,"31,852.80",-57.60,0.00,Claudia Ramirez,"38,392.18","2,034.12",10/30/2023,Net 30,,United States Dollar,"Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.38,Yes,"31,852.80",0.0,"31,852.80",Sobeys BCH,0.0,USD 0.00,4566429678,,CAIU5544138
Delivered,Yes,3108,10/25/2023,Costco Vaughan Wet,3108.0,900,USD 25326.00,10/27/2023,"35,013.20",-139.29,0.00,Claudia Ramirez,"35,992.67","1,906.99",10/30/2023,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.38,Yes,"35,013.20",0.0,"35,013.20",Costco Vaughan Wet,0.0,USD 0.00,235882,,
Delivered,Yes,3103,10/25/2023,Costco Varennes,3103.0,900,USD 25326.00,10/27/2023,"35,013.20",113.97,0.00,Claudia Ramirez,"35,992.67","1,906.99",10/30/2023,Net 30,,United States Dollar,"3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.38,Yes,"35,013.20",0.0,"35,013.20",Costco Varennes,0.0,USD 0.00,5741018060,,MMAU1150870
Delivered,Yes,3104,10/25/2023,"Chiovitti Banana Co., Ltd",3104.0,960,USD 21753.60,10/26/2023,"30,074.35",-54.39,0.00,Claudia Ramirez,"38,392.18","2,034.12",10/30/2023,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.72,No,1.38,Yes,"30,074.35",0.0,"30,074.35","Chiovitti Banana Co., Ltd",0.0,USD 0.00,235880 ,,
Delivered,Yes,4025,10/24/2023,Krown Produce  Fresh At Its Best™,4025.0,900,USD 22995.00,10/26/2023,"31,618.13",-229.95,0.00,Claudia Ramirez,"35,992.67","1,906.99",10/30/2023,Net 10,,United States Dollar,"4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"31,618.13",0.0,"31,618.13",Krown Produce  Fresh At Its Best™,-0.01,USD 0.00,AL1241,,SEKU9199089
Delivered,Yes,3100Q4,10/24/2023,Sobeys Quebec City,3100.0,240,USD 6048.00,11/06/2023,"8,316.00",36.29,0.00,Claudia Ramirez,"9,598.05",508.53,11/09/2023,Net 30,,United States Dollar,"950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"8,316.00",0.0,"8,316.00",Sobeys Quebec City,0.0,USD 0.00,4566457149,0011e400,ZCLU9943400
Delivered,Yes,3100Q3,10/24/2023,Sobeys Quebec City,3100.0,240,USD 6048.00,11/02/2023,"8,316.00",-48.38,0.00,Claudia Ramirez,"9,598.05",508.53,11/07/2023,Net 30,,United States Dollar,"950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"8,316.00",0.0,"8,316.00",Sobeys Quebec City,0.0,USD 0.00,4566429674,0011e400,ZCLU9943400
Delivered,Yes,3100Q2,10/24/2023,Sobeys Quebec City,3100.0,240,USD 6048.00,10/30/2023,"8,316.00",-78.62,0.00,Claudia Ramirez,"9,598.05",508.53,11/03/2023,Net 30,,United States Dollar,"950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"8,316.00",0.0,"8,316.00",Sobeys Quebec City,0.0,USD 0.00,4566429673,0011e400,ZCLU9943400
Delivered,Yes,3100Q1,10/24/2023,Sobeys Quebec City,3100.0,240,USD 6048.00,10/26/2023,"8,316.00",-60.48,0.00,Claudia Ramirez,"9,598.05",508.53,10/30/2023,Net 30,,United States Dollar,"950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"8,316.00",0.0,"8,316.00",Sobeys Quebec City,0.0,USD 0.00,4566429672,0011e400,ZCLU9943400
Delivered,Yes,3090,10/24/2023,"Chiovitti Banana Co., Ltd",3090.0,912,USD 24350.40,10/25/2023,"33,481.80",-182.63,0.00,Claudia Ramirez,"36,472.57","1,932.42",10/27/2023,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"33,481.80",0.0,"33,481.80","Chiovitti Banana Co., Ltd",0.0,USD 0.00,235879,,
Delivered,Yes,3063,10/23/2023,Costco Vaughan Wet,3063.0,900,USD 25326.00,10/24/2023,"34,848.58",-253.26,0.00,Claudia Ramirez,"35,992.67","1,906.99",10/30/2023,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"34,848.58",0.0,"34,848.58",Costco Vaughan Wet,0.0,USD 0.00,235878,,
Delivered,Yes,3102,10/23/2023,Costco Varennes,3102.0,900,USD 25326.00,10/24/2023,"34,848.58",-303.91,0.00,Claudia Ramirez,"35,992.67","1,906.99",10/27/2023,Net 30,,United States Dollar,"3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"34,848.58",0.0,"34,848.58",Costco Varennes,0.0,USD 0.00,5741018059,,
Delivered,Yes,4019W,10/23/2023,Sobeys Whitby,4019.0,480,USD 11520.00,10/23/2023,"15,851.52",0.00,0.00,Claudia Ramirez,"19,196.09","1,017.06",10/24/2023,Net 30,,United States Dollar,,"100 Nordeagle Ave, Whitby, ON L1N 0B6. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"15,851.52",0.0,"15,851.52",Sobeys Whitby,0.0,USD 0.00,4541862955,,BMOU9306586
Delivered,Yes,3099,10/23/2023,Costco Vaughan Wet,3099.0,900,USD 25326.00,10/11/2023,"34,848.58",240.60,0.00,Claudia Ramirez,"35,992.67","1,906.99",,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"34,848.58",0.0,"34,848.58",Costco Vaughan Wet,0.0,USD 0.00,235588,,
Empty,No,3094/4011,10/21/2023,"Chiovitti Banana Co., Ltd",,0,USD 0.00,10/17/2023,0.00,0.00,0.00,Naomi Bendayan,0.00,0.00,10/21/2023,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,No,0.00,0.0,0.00,"Chiovitti Banana Co., Ltd",0.0,USD 0.00,235732,,
Delivered,Yes,4019BCH,10/20/2023,Sobeys BCH,4019.0,480,USD 11520.00,10/23/2023,"15,828.48",-23.04,0.00,Claudia Ramirez,"19,196.09","1,017.06",10/24/2023,Net 30,,United States Dollar,"Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"15,828.48",0.0,"15,828.48",Sobeys BCH,0.0,USD 0.00,4566429677,,BMOU9306586
Delivered,Yes,3101G,10/20/2023,GO FRESH,3101.0,336,USD 9048.48,10/23/2023,"12,432.61",-18.10,0.00,Claudia Ramirez,"13,437.26",711.94,10/26/2023,Net 30,,United States Dollar,"247-165 the Queensway, Toronto, ON M8Y 1H8. Canada","302 Dwight Avenue, Toronto, ON M8W 2W7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"12,432.61",0.0,"12,432.61",GO FRESH,0.0,USD 0.00,14770,,
Delivered,Yes,3101C,10/20/2023,"Chiovitti Banana Co., Ltd",3101.0,624,USD 14721.60,10/24/2023,"20,227.48",-14.72,0.00,Claudia Ramirez,"24,954.92","1,322.18",10/30/2023,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"20,227.48",0.0,"20,227.48","Chiovitti Banana Co., Ltd",0.0,USD 0.00,235877,,
Delivered,Yes,4022,10/20/2023,"Chiovitti Banana Co., Ltd",4022.0,960,USD 21753.60,10/22/2023,"29,889.45",0.00,0.00,Claudia Ramirez,"38,392.18","2,034.12",10/24/2023,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"29,889.45",0.0,"29,889.45","Chiovitti Banana Co., Ltd",0.0,USD 0.00,235876,,
