Status,job,Supplier,Customer,Expense,Income,Profit,Customer:Account Number,Date,Due Date,End Date,Employee
Closed,2229,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,27774.4,33422.85,5648.45,C00007,6/8/2022,7/8/2022,11/9/2022,David Melo
Closed,2230,ASOGUABO,Costco Vaughan Wet,27533.22,33330.15,5796.93,C00006/004,6/9/2022,7/14/2022,11/9/2022,David Melo
Closed,2231,ASOGUABO,"Chiovitti Banana Co., Ltd",27076.14,31926.18,4850.04,C00004,6/9/2022,7/8/2022,11/9/2022,David Melo
Closed,2232,APPBOSA,Sobeys Whitby,28973.73,33916.8,4943.07,C00025/001,6/8/2022,7/8/2022,11/9/2022,David Melo
Closed,2233,APPBOSA,Sobeys BCH,28129.21,33330.15,5200.94,C00024/001,6/8/2022,7/13/2022,11/9/2022,David Melo
Closed,2234,APPBOSA,Costco Vaughan Wet,27940.12,33391.8,5451.68,C00006/004,6/8/2022,7/11/2022,11/9/2022,David Melo
Closed,2235,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,28364.2,33458.88,5094.68,C00007,6/8/2022,7/11/2022,11/9/2022,David Melo
Closed,2236,ASOGUABO,"Chiovitti Banana Co., Ltd",25365.31,29744.51,4379.2,C00004,6/9/2022,7/11/2022,11/9/2022,David Melo
Closed,2237,APPBOSA,Sobeys BCH,29553.71,33494.4,3940.69,C00024/001,6/8/2022,7/11/2022,11/9/2022,David Melo
Closed,2238,ASOGUABO,MIXED Chiov Gambles,28198.48,33192.62,4994.14,,6/9/2022,7/12/2022,11/9/2022,David Melo
Closed,2239,ASOGUABO,Costco Vaughan Wet,24934.1,32938.32,8004.22,C00006/004,6/15/2022,7/21/2022,11/9/2022,David Melo
Closed,2240,COQUIMBA,"Chiovitti Banana Co., Ltd",26108.81,29968.92,3860.11,C00004,6/15/2022,7/18/2022,11/9/2022,David Melo
Closed,2241,ASOGUABO,MIXED Chiov Gambles,26210.41,31019.54,4809.13,,6/15/2022,7/14/2022,11/9/2022,David Melo
Closed,2242,Coliman Pacific Corporation,Courchesne Larose,28756.93,33814.06,5057.13,C00007,6/15/2022,7/14/2022,11/9/2022,David Melo
Closed,2243,APPBOSA,Costco Vaughan Wet,27967.3,33258.23,5290.93,C00006/004,6/15/2022,7/18/2022,11/9/2022,David Melo
Closed,2244,Coliman Pacific Corporation,Courchesne Larose,29776.6,33165.47,3388.87,C00007,6/20/2022,7/2/2022,11/9/2022,David Melo
Closed,2245,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,27870.86,33494.4,5623.54,C00024/001,6/15/2022,7/16/2022,11/9/2022,David Melo
Closed,2246,Coliman Pacific Corporation,Sobeys Whitby,28800.13,33916.8,5116.67,C00025/001,6/15/2022,7/15/2022,11/9/2022,David Melo
Closed,2247,ASOGUABO,Costco Vaughan Wet,27946.72,33145.21,5198.49,C00006/004,6/15/2022,7/20/2022,11/9/2022,David Melo
Closed,2248,ASOGUABO,Costco Vaughan Wet,27908.67,33489.41,5580.74,C00006/004,6/15/2022,7/16/2022,11/9/2022,David Melo
Closed,2249,ASOGUABO,"Chiovitti Banana Co., Ltd",26214.95,30033.73,3818.78,C00004,6/15/2022,7/14/2022,11/9/2022,David Melo
Closed,2250,APPBOSA,Sobeys BCH,29727.27,33494.4,3767.13,C00024/001,6/15/2022,7/18/2022,11/9/2022,David Melo
Closed,2251,ASOGUABO,MIXED Chiov Gambles,28970.37,33251.29,4280.92,,6/15/2022,7/16/2022,11/9/2022,David Melo
Closed,2252,ASOGUABO,Costco Vaughan Wet,28186.59,33122.1,4935.51,C00006/004,6/22/2022,7/23/2022,11/9/2022,David Melo
Closed,2253,ASOGUABO,Courchesne Larose,29963.12,33211.8,3248.68,C00007,6/22/2022,7/20/2022,11/9/2022,David Melo
Closed,2254,COQUIMBA,"Chiovitti Banana Co., Ltd",25531.32,29820.79,4289.47,C00004,6/22/2022,7/21/2022,11/9/2022,David Melo
Closed,2255,ASOGUABO,MIXED Chiov Gambles,26954.29,30959.95,4005.66,,6/22/2022,7/21/2022,3/30/2023,David Melo
Closed,2256,ASOGUABO,Sobeys BCH,29266.6,33494.4,4227.8,C00024/001,6/22/2022,7/21/2022,11/9/2022,David Melo
Closed,2257,APPBOSA,Costco Vaughan Wet,28623.72,32849.83,4226.11,C00006/004,6/22/2022,8/11/2022,11/9/2022,David Melo
Closed,2258,ASOGUABO,"Chiovitti Banana Co., Ltd",25712.76,29405.88,3693.12,C00004,6/22/2022,7/25/2022,11/9/2022,David Melo
Closed,2259,Coliman Pacific Corporation,Sobeys Whitby,27106.89,33916.8,6809.91,C00025/001,6/22/2022,8/5/2022,11/9/2022,David Melo
Closed,2260,ASOGUABO,Costco Vaughan Wet,28408.04,33063.02,4654.98,C00006/004,6/22/2022,7/27/2022,11/9/2022,David Melo
Closed,2261,APPBOSA,Costco Vaughan Wet,28798.39,32849.83,4051.44,C00006/004,6/22/2022,8/10/2022,11/9/2022,David Melo
Closed,2262,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,28996.5,33077.96,4081.46,C00007,6/22/2022,7/25/2022,11/14/2022,David Melo
Closed,2263,Coliman Pacific Corporation,Sobeys Whitby,25348.97,33916.8,8567.83,C00025/001,7/6/2022,9/23/2022,3/30/2023,David Melo
Closed,2264,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,28769.02,33494.4,4725.38,C00024/001,6/22/2022,7/25/2022,11/9/2022,David Melo
Closed,2265,ASOGUABO,MIXED Chiov Gambles,29434.89,33534.46,4099.57,,6/22/2022,7/25/2022,11/9/2022,David Melo
Closed,2266,ASOGUABO,Costco Vaughan Wet,28975.83,33014.22,4038.39,C00006/004,6/23/2022,8/3/2022,11/9/2022,David Melo
Closed,2267,COQUIMBA,"Chiovitti Banana Co., Ltd",25725.71,29846.27,4120.56,C00004,6/23/2022,7/28/2022,11/9/2022,David Melo
Closed,2268,ASOGUABO,Sobeys BCH,25957.05,29761.17,3804.12,C00024/001,6/23/2022,7/28/2022,11/9/2022,David Melo
Closed,2269,ASOGUABO,MIXED Chiov Gambles,27785.33,32049.29,4263.96,,6/23/2022,7/29/2022,11/9/2022,David Melo
Closed,2270,APPBOSA,Costco Vaughan Wet,28297.95,33021.92,4723.97,C00006/004,6/23/2022,8/2/2022,11/9/2022,David Melo
Closed,2271,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,28406.47,33005.9,4599.43,C00007,6/23/2022,7/29/2022,11/9/2022,David Melo
Closed,2272,APPBOSA,Sobeys Whitby,29317.64,33916.8,4599.16,C00025/001,6/23/2022,7/29/2022,11/9/2022,David Melo
Closed,2273,ASOGUABO,Costco Vaughan Wet,27964.15,32939.73,4975.58,C00006/004,6/23/2022,7/30/2022,11/9/2022,David Melo
Closed,2274,APPBOSA,Costco Vaughan Wet,28578.62,33016.79,4438.17,C00006/004,6/23/2022,8/4/2022,11/9/2022,David Melo
Closed,2275,COQUIMBA,"Chiovitti Banana Co., Ltd",26389.61,29681.92,3292.31,C00004,6/23/2022,8/1/2022,11/9/2022,David Melo
Closed,2276,APPBOSA,Costco Vaughan Wet,30212.94,33494.4,3281.46,C00006/004,6/23/2022,8/1/2022,11/9/2022,David Melo
Closed,2277,ASOGUABO,MIXED Chiov Gambles,28436.98,30371.96,1934.98,,6/23/2022,7/30/2022,11/15/2022,David Melo
Closed,2278,Coliman Pacific Corporation,Sobeys Whitby,28382.52,33916.8,5534.28,C00025/001,6/30/2022,7/22/2022,11/9/2022,Jennie Coleman
Closed,2279,ASOGUABO,Costco Vaughan Wet,28918.52,33222.27,4303.75,C00006/004,7/6/2022,8/6/2022,11/9/2022,David Melo
Closed,2280,ASOGUABO,Courchesne Larose,30000.75,33080.54,3079.79,C00007,7/6/2022,8/3/2022,11/9/2022,David Melo
Closed,2281,COQUIMBA,"Chiovitti Banana Co., Ltd",25850.23,29751.36,3901.13,C00004,7/6/2022,8/4/2022,11/9/2022,David Melo
Closed,2282,ASOGUABO,MIXED Chiov Gambles,28342.31,31096.4,2754.09,,7/6/2022,8/4/2022,3/30/2023,David Melo
Closed,2283,APPBOSA,Sobeys BCH,29673.67,33494.4,3820.73,C00024/001,7/6/2022,8/4/2022,11/9/2022,David Melo
Closed,2284,ASOGUABO,Costco Vaughan Wet,28033.04,33222.27,5189.23,C00006/004,7/6/2022,8/8/2022,11/9/2022,David Melo
Closed,2285,ASOGUABO,"Chiovitti Banana Co., Ltd",25807.47,29758.3,3950.83,C00004,6/30/2022,8/8/2022,11/9/2022,Jennie Coleman
Closed,2286,ASOGUABO,"Chiovitti Banana Co., Ltd",26126.42,29811.53,3685.11,C00004,7/6/2022,8/9/2022,11/9/2022,David Melo
Closed,2287,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,28622.91,33494.4,4871.49,C00024/001,7/6/2022,8/8/2022,11/9/2022,David Melo
Closed,2288,ASOGUABO,MIXED Chiov Gambles,26909.87,28318.44,1408.57,,7/6/2022,8/8/2022,11/15/2022,David Melo
Closed,2289,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,28445.45,33090.83,4645.38,C00007,7/6/2022,8/8/2022,11/9/2022,David Melo
Closed,2290,ASOGUABO,Costco Vaughan Wet,28844.02,32834.42,3990.4,C00006/004,7/13/2022,8/13/2022,3/30/2023,David Melo
Closed,2291,COQUIMBA,"Chiovitti Banana Co., Ltd",25381.06,29922.63,4541.57,C00004,7/13/2022,8/18/2022,11/9/2022,David Melo
Closed,2292,APPBOSA,Sobeys BCH,29479.77,33494.4,4014.63,C00024/001,7/13/2022,8/12/2022,11/9/2022,David Melo
Closed,2293,ASOGUABO,MIXED Chiov Gambles,28132.7,30935.53,2802.83,,7/13/2022,8/11/2022,3/30/2023,David Melo
Closed,2294,ASOGUABO,Courchesne Larose,29142.59,33222.1,4079.51,C00007,7/13/2022,8/15/2022,11/9/2022,David Melo
Closed,2295,ASOGUABO,Costco Vaughan Wet,27825.65,32834.41,5008.76,C00006/004,7/13/2022,8/15/2022,11/9/2022,David Melo
Closed,2296,Coliman Pacific Corporation,Sobeys Whitby,26711.16,33563.5,6852.34,C00025/001,7/13/2022,8/12/2022,3/30/2023,David Melo
Closed,2297,APPBOSA,Costco Vaughan Wet,28536.09,33165.77,4629.68,C00006/004,7/13/2022,8/17/2022,11/9/2022,David Melo
Closed,2298,APPBOSA,Costco Vaughan Wet,28633.85,33165.76,4531.91,C00006/004,7/13/2022,8/18/2022,11/9/2022,David Melo
Closed,2299,COQUIMBA,"Chiovitti Banana Co., Ltd",26296.83,29876.34,3579.51,C00004,7/13/2022,8/15/2022,11/9/2022,David Melo
Closed,2300,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,28645.51,33494.4,4848.89,C00024/001,7/13/2022,8/15/2022,11/9/2022,David Melo
Closed,2301,ASOGUABO,MIXED Chiov Gambles,29123.65,33680.59,4556.94,,7/13/2022,8/15/2022,11/9/2022,David Melo
Closed,2302,ASOGUABO,Costco Vaughan Wet,28618.31,33368.69,4750.38,C00006/004,7/20/2022,8/20/2022,11/9/2022,David Melo
Closed,2303,ASOGUABO,Courchesne Larose,29761.87,33435.72,3673.85,C00007,7/20/2022,8/19/2022,11/9/2022,David Melo
Closed,2304,APPBOSA,Sobeys BCH,29775.87,33494.4,3718.53,C00024/001,7/20/2022,8/18/2022,11/9/2022,David Melo
Closed,2305,ASOGUABO,MIXED Chiov Gambles,27863.88,32549.4,4685.52,,7/20/2022,8/18/2022,11/9/2022,David Melo
Closed,2306,APPBOSA,Costco Vaughan Wet,28514.51,33481.7,4967.19,C00006/004,7/20/2022,8/22/2022,11/9/2022,David Melo
Closed,2307,COQUIMBA,"Chiovitti Banana Co., Ltd",29229.38,30887.8,1658.42,C00004,7/20/2022,9/20/2022,3/30/2023,David Melo
Closed,2308,APPBOSA,Costco Vaughan Wet,28751.02,33348.13,4597.11,C00006/004,7/20/2022,8/24/2022,11/9/2022,David Melo
Closed,2309,ASOGUABO,Costco Vaughan Wet,28031.71,33348.13,5316.42,C00006/004,7/20/2022,8/25/2022,11/9/2022,David Melo
Closed,2310,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,28755.37,33386.82,4631.45,C00007,7/20/2022,8/23/2022,11/9/2022,David Melo
Closed,2311,ASOGUABO,"Chiovitti Banana Co., Ltd",25581.98,30170.29,4588.31,C00004,7/20/2022,8/22/2022,11/9/2022,David Melo
Closed,2312,APPBOSA,Sobeys BCH,30274.42,33494.4,3219.98,C00024/001,7/20/2022,8/22/2022,11/9/2022,David Melo
Closed,2313,ASOGUABO,MIXED Chiov Gambles,29331.51,34011.97,4680.46,,7/20/2022,8/22/2022,11/9/2022,David Melo
Closed,2314,Coliman Pacific Corporation,Sobeys Whitby,25283.17,33916.8,8633.63,C00025/001,7/20/2022,8/19/2022,11/9/2022,David Melo
Closed,2315,ASOGUABO,Costco Vaughan Wet,28720.79,33818.19,5097.4,C00006/004,7/27/2022,9/1/2022,3/30/2023,Marie Lamare
Closed,2316,COQUIMBA,"Chiovitti Banana Co., Ltd",25942.5,30049.93,4107.43,C00004,7/25/2022,8/25/2022,11/9/2022,David Melo
Closed,2317,APPBOSA,Sobeys BCH,29542.09,33494.4,3952.31,C00024/001,7/27/2022,8/25/2022,11/9/2022,Marie Lamare
Closed,2318,ASOGUABO,MIXED Chiov Gambles,28080.62,32728.37,4647.75,,7/27/2022,8/25/2022,11/9/2022,Marie Lamare
Closed,2319,APPBOSA,Costco Vaughan Wet,28335.33,33414.92,5079.59,C00006/004,7/27/2022,8/29/2022,11/9/2022,Marie Lamare
Closed,2320,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,28500.73,33482.04,4981.31,C00007,7/27/2022,8/29/2022,11/9/2022,Marie Lamare
Closed,2321,Coliman Pacific Corporation,Sobeys Whitby,25568.61,33916.8,8348.19,C00025/001,7/27/2022,8/26/2022,11/9/2022,Marie Lamare
Closed,2322,APPBOSA,Costco Vaughan Wet,28503.07,33363.55,4860.48,C00006/004,7/27/2022,8/27/2022,11/9/2022,Marie Lamare
Closed,2323,ASOGUABO,Costco Vaughan Wet,28183.62,33676.92,5493.3,C00006/004,7/27/2022,8/31/2022,11/9/2022,Marie Lamare
Closed,2324,ASOGUABO,"Chiovitti Banana Co., Ltd",25785.31,30110.11,4324.8,C00004,7/27/2022,8/29/2022,11/9/2022,Marie Lamare
Closed,2325,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,28589.47,33494.4,4904.93,C00024/001,7/27/2022,8/29/2022,11/9/2022,Marie Lamare
Closed,2326,ASOGUABO,MIXED Chiov Gambles,29261.89,33944.12,4682.23,,7/27/2022,8/29/2022,11/9/2022,Marie Lamare
Closed,2327,ASOGUABO,Costco Vaughan Wet,27915.57,33702.6,5787.03,C00006/004,8/3/2022,9/3/2022,11/9/2022,David Melo
Closed,2328,COQUIMBA,"Chiovitti Banana Co., Ltd",25067.51,30473.5,5405.99,C00004,8/3/2022,9/1/2022,11/9/2022,David Melo
Closed,2329,APPBOSA,Sobeys BCH,33079.13,33494.4,415.27,C00024/001,8/3/2022,9/8/2022,11/9/2022,David Melo
Closed,2330,ASOGUABO,MIXED Chiov Gambles,26837.25,32801.67,5964.42,,8/3/2022,9/1/2022,11/9/2022,David Melo
Closed,2331,APPBOSA,Costco Vaughan Wet,28252.84,33702.6,5449.76,C00006/004,8/3/2022,9/6/2022,11/9/2022,David Melo
Closed,2332,APPBOSA,Costco Vaughan Wet,28475.6,33813.06,5337.46,C00006/004,8/3/2022,9/7/2022,11/9/2022,David Melo
Closed,2333,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,27980.2,33770.3,5790.1,C00007,8/3/2022,9/5/2022,11/9/2022,David Melo
Closed,2334,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,27732.44,33494.4,5761.96,C00024/001,8/3/2022,9/1/2022,11/9/2022,David Melo
Closed,2335,ASOGUABO,Costco Vaughan Wet,27829.43,33689.76,5860.33,C00006/004,8/3/2022,9/8/2022,11/9/2022,David Melo
Closed,2336,ASOGUABO,"Chiovitti Banana Co., Ltd",25046.7,30369.34,5322.64,C00004,8/3/2022,9/5/2022,11/9/2022,David Melo
Closed,2337,ASOGUABO,MIXED Chiov Gambles,28417.39,34236.37,5818.98,,8/3/2022,9/5/2022,11/9/2022,David Melo
Closed,2338,Coliman Pacific Corporation,Sobeys Whitby,25353.74,33916.8,8563.06,C00025/001,8/3/2022,9/2/2022,11/9/2022,David Melo
Closed,2339,ASOGUABO,Costco Vaughan Wet,28511.17,33481.7,4970.53,C00006/004,8/10/2022,9/10/2022,11/9/2022,David Melo
Closed,2340,COQUIMBA,"Chiovitti Banana Co., Ltd",25369.1,30357.77,4988.67,C00004,8/10/2022,9/8/2022,11/9/2022,David Melo
Closed,2341,APPBOSA,Sobeys BCH,29691.14,33494.4,3803.26,C00024/001,8/10/2022,9/10/2022,11/9/2022,David Melo
Closed,2342,ASOGUABO,MIXED Chiov Gambles,27167.93,32475.3,5307.37,,8/10/2022,9/9/2022,11/9/2022,David Melo
Closed,2343,APPBOSA,Costco Vaughan Wet,28683.56,33818.19,5134.63,C00006/004,8/18/2022,9/15/2022,11/9/2022,Naomi Bendayan
Closed,2344,Coliman Pacific Corporation,Sobeys Whitby,24980.76,33916.8,8936.04,C00025/001,8/10/2022,9/9/2022,11/9/2022,David Melo
Closed,2345,APPBOSA,Costco Vaughan Wet,28596.99,33818.19,5221.2,C00006/004,8/18/2022,9/14/2022,11/9/2022,Marie Lamare
Closed,2346,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,28459.41,33494.4,5034.99,C00024/001,8/10/2022,9/12/2022,11/9/2022,David Melo
Closed,2347,APPBOSA,Costco Vaughan Wet,27531.43,33340.43,5809,C00006/004,8/10/2022,9/12/2022,11/9/2022,David Melo
Closed,2348,ASOGUABO,"Chiovitti Banana Co., Ltd",25345.06,30042.99,4697.93,C00004,8/10/2022,9/12/2022,11/9/2022,David Melo
Closed,2349,ASOGUABO,MIXED Chiov Gambles,28837.84,33868.45,5030.61,,8/10/2022,9/12/2022,11/9/2022,David Melo
Closed,2350,ASOGUABO,Costco Vaughan Wet,28533.04,34123.85,5590.81,C00006/004,8/17/2022,9/17/2022,11/9/2022,Marie Lamare
Closed,2351,APPBOSA,Sobeys BCH,29513.13,33494.4,3981.27,C00024/001,8/17/2022,9/15/2022,11/9/2022,Marie Lamare
Closed,2352,ASOGUABO,MIXED Chiov Gambles,27234.19,32801.67,5567.48,,8/17/2022,9/15/2022,11/9/2022,Marie Lamare
Closed,2353,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,28377.89,33886.12,5508.23,C00007,8/17/2022,9/15/2022,11/9/2022,David Melo
Closed,2354,APPBOSA,Costco Vaughan Wet,28597.67,34123.85,5526.18,C00006/004,8/17/2022,9/19/2022,11/9/2022,Marie Lamare
Closed,2355,Coliman Pacific Corporation,Sobeys Whitby,24396.91,33563.5,9166.59,C00025/001,8/17/2022,9/16/2022,11/9/2022,Marie Lamare
Closed,2356,APPBOSA,Costco Vaughan Wet,28887.6,34411.54,5523.94,C00006/004,8/17/2022,9/21/2022,3/30/2023,David Melo
Closed,2357,ASOGUABO,Costco Vaughan Wet,28278.8,34624.73,6345.93,C00006/004,8/17/2022,9/22/2022,11/9/2022,Marie Lamare
Closed,2358,ASOGUABO,"Chiovitti Banana Co., Ltd",25508.79,30473.5,4964.71,C00004,8/17/2022,9/15/2022,11/9/2022,Marie Lamare
Closed,2359,ASOGUABO,MIXED Chiov Gambles,29215.24,34664.28,5449.04,,8/17/2022,9/19/2022,11/9/2022,Marie Lamare
Closed,2360,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,28839.84,33494.4,4654.56,C00024/001,8/17/2022,9/19/2022,3/30/2023,David Melo
Closed,2361,ASOGUABO,Costco Vaughan Wet,28808.77,34855.91,6047.14,C00006/004,8/18/2022,9/24/2022,11/9/2022,David Melo
Closed,2362,COQUIMBA,"Chiovitti Banana Co., Ltd",25531.11,31200.27,5669.16,C00004,8/10/2022,9/22/2022,11/14/2022,David Melo
Closed,2363,APPBOSA,Sobeys BCH,29613.09,33494.4,3881.31,C00024/001,8/18/2022,9/22/2022,11/9/2022,Marie Lamare
Closed,2364,ASOGUABO,MIXED Chiov Gambles,27536.56,33408.26,5871.7,,8/18/2022,9/23/2022,11/9/2022,Marie Lamare
Closed,2365,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,28728.26,34925.93,6197.67,C00007,8/18/2022,9/23/2022,11/9/2022,Marie Lamare
Closed,2366,APPBOSA,Costco Vaughan Wet,28380.19,34855.9,6475.71,C00006/004,8/18/2022,9/26/2022,11/9/2022,Marie Lamare
Closed,2367,APPBOSA,Costco Vaughan Wet,28723.19,35256.6,6533.41,C00006/004,8/18/2022,9/28/2022,11/9/2022,Marie Lamare
Closed,2368,ASOGUABO,Costco Vaughan Wet,28207.43,35207.8,7000.37,C00006/004,8/18/2022,9/29/2022,3/30/2023,Marie Lamare
Closed,2369,ASOGUABO,"Chiovitti Banana Co., Ltd",25390.16,31408.58,6018.42,C00004,8/18/2022,9/24/2022,11/9/2022,Marie Lamare
Closed,2370,ASOGUABO,MIXED Chiov Gambles,29202.34,35788.88,6586.54,,8/18/2022,9/26/2022,11/9/2022,Marie Lamare
Closed,2371,APPBOSA,Sobeys BCH,30561.29,33494.4,2933.11,C00024/001,8/18/2022,9/26/2022,12/7/2022,Marie Lamare
Closed,2372,ASOGUABO,Courchesne Larose,29215.24,34192.4,4977.16,C00007,8/18/2022,9/19/2022,11/9/2022,David Melo
Closed,2373,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,28047.67,33757.44,5709.77,C00007,8/18/2022,9/8/2022,11/9/2022,David Melo
Closed,2374,ASOGUABO,Costco Vaughan Wet,28716.19,35207.8,6491.61,C00006/004,8/31/2022,10/1/2022,11/9/2022,David Melo
Closed,2375,COQUIMBA,"Chiovitti Banana Co., Ltd",24657.94,31616.89,6958.95,C00004,8/31/2022,9/28/2022,11/9/2022,David Melo
Closed,2376,ASOGUABO,MIXED Chiov Gambles,27182.94,33745.54,6562.6,,8/31/2022,9/29/2022,11/9/2022,David Melo
Closed,2377,APPBOSA,Sobeys BCH,30032.35,33494.4,3462.05,C00024/001,8/31/2022,9/29/2022,12/7/2022,David Melo
Closed,2378,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,28236.25,35278.53,7042.28,C00007,8/31/2022,9/29/2022,11/9/2022,David Melo
Closed,2379,APPBOSA,Costco Vaughan Wet,28655.62,35092.22,6436.6,C00006/004,8/31/2022,10/3/2022,11/9/2022,David Melo
Closed,2380,Coliman Pacific Corporation,Sobeys Whitby,25522.36,33916.8,8394.44,C00025/001,8/31/2022,9/30/2022,11/9/2022,David Melo
Closed,2381,APPBOSA,Costco Vaughan Wet,28921.07,34960.66,6039.59,C00006/004,8/31/2022,10/5/2022,11/9/2022,David Melo
Closed,2382,ASOGUABO,Costco Vaughan Wet,28235.27,35238.62,7003.35,C00006/004,8/31/2022,10/6/2022,11/9/2022,David Melo
Closed,2383,ASOGUABO,"Chiovitti Banana Co., Ltd",25391.3,31725.67,6334.37,C00004,8/31/2022,9/30/2022,11/9/2022,David Melo
Closed,2384,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,28654.73,34780.8,6126.07,C00024/001,8/31/2022,10/3/2022,11/9/2022,David Melo
Closed,2385,ASOGUABO,MIXED Chiov Gambles,29173.13,35647.98,6474.85,,8/31/2022,10/3/2022,11/9/2022,David Melo
Closed,2386,ASOGUABO,Costco Vaughan Wet,29206.47,35220.64,6014.17,C00006/004,9/7/2022,10/8/2022,11/10/2022,David Melo
Closed,2387,COQUIMBA,"Chiovitti Banana Co., Ltd",25268.9,31737.25,6468.35,C00004,9/7/2022,10/8/2022,11/17/2022,David Melo
Closed,2388,APPBOSA,Sobeys BCH,29865.09,34780.8,4915.71,C00024/001,9/7/2022,10/6/2022,11/9/2022,David Melo
Closed,2389,ASOGUABO,MIXED Chiov Gambles,27660.52,33775.08,6114.56,,9/7/2022,10/6/2022,3/30/2023,David Melo
Closed,2390,APPBOSA,Costco Vaughan Wet,28618.31,35382.47,6764.16,C00006/004,9/7/2022,10/11/2022,3/30/2023,David Melo
Closed,2391,Coliman Pacific Corporation,Sobeys Whitby,25435.78,34855.5,9419.72,C00025/001,8/18/2022,10/7/2022,3/30/2023,Naomi Bendayan
Closed,2392,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,28838.98,35291.4,6452.42,C00007,9/7/2022,10/7/2022,3/30/2023,David Melo
Closed,2393,APPBOSA,Costco Vaughan Wet,28806.56,35382.47,6575.91,C00006/004,9/7/2022,10/12/2022,11/9/2022,David Melo
Closed,2394,ASOGUABO,Costco Vaughan Wet,28573.73,35462.09,6888.36,C00006/004,8/23/2022,10/13/2022,11/9/2022,Karyne Manseau
Closed,2395,COQUIMBA,"Chiovitti Banana Co., Ltd",26155.22,31737.25,5582.03,C00004,9/7/2022,10/10/2022,11/17/2022,David Melo
Closed,2396,ASOGUABO,MIXED Chiov Gambles,29692.81,35778.45,6085.64,,9/7/2022,10/10/2022,11/9/2022,David Melo
Closed,2397,ASOGUABO,Sobeys BCH,29831.03,34780.8,4949.77,C00024/001,9/7/2022,10/11/2022,3/30/2023,David Melo
Closed,2398,ASOGUABO,Costco Vaughan Wet,29808.99,35590.52,5781.53,C00006/004,9/14/2022,10/15/2022,11/10/2022,David Melo
Closed,2399,COQUIMBA,"Chiovitti Banana Co., Ltd",25869.01,31954.82,6085.81,C00004,9/14/2022,10/13/2022,11/9/2022,David Melo
Closed,2400,Coliman Pacific Corporation,Sobeys Whitby,25868.61,35222.4,9353.79,C00025/001,9/14/2022,10/28/2022,11/9/2022,David Melo
Closed,2401,ASOGUABO,MIXED Chiov Gambles,27105.34,32972.04,5866.7,,9/14/2022,10/13/2022,11/9/2022,David Melo
Closed,2402,APPBOSA,Costco Vaughan Wet,29330.47,35266.88,5936.41,C00006/004,9/14/2022,10/17/2022,11/9/2022,David Melo
Closed,2403,Coliman Pacific Corporation,Sobeys Whitby,25528.24,35222.4,9694.16,C00025/001,9/14/2022,10/14/2022,11/10/2022,David Melo
Closed,2405,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,29745.49,35662.02,5916.53,C00007,9/14/2022,10/14/2022,11/9/2022,David Melo
Closed,2406,ASOGUABO,Costco Vaughan Wet,31564.46,35223.21,3658.75,C00006/004,9/14/2022,10/22/2022,3/30/2023,David Melo
Closed,2407,ASOGUABO,Costco Vaughan Wet,28927.43,35264.31,6336.88,C00006/004,9/14/2022,10/20/2022,11/9/2022,David Melo
Closed,2408,ASOGUABO,"Chiovitti Banana Co., Ltd",26432.35,31778.91,5346.56,C00004,9/14/2022,10/17/2022,11/9/2022,David Melo
Closed,2409,ASOGUABO,MIXED Chiov Gambles,30368.25,35825.42,5457.17,,9/14/2022,10/17/2022,11/9/2022,David Melo
Closed,2410,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,29778.32,34780.8,5002.48,C00024/001,9/14/2022,10/17/2022,3/30/2023,David Melo
Closed,2411,ASOGUABO,Costco Vaughan Wet,28728.23,35392.74,6664.51,C00006/004,9/14/2022,10/19/2022,11/9/2022,David Melo
Closed,2412,COQUIMBA,"Chiovitti Banana Co., Ltd",25614.25,31776.6,6162.35,C00004,9/16/2022,10/20/2022,11/9/2022,David Melo
