Status,Number,Seller,Carrier,Amount,Quantity,Invoiced,Departure Date,Arrival Date,Port of Arrival,Shipping Date,ISF,Amount (CAD),Unbilled Balance (CAD),Unpaid Balance (CAD),Temperature,Job:Expense,Job:Income,Received Quantity,Date,Employee,Job,Weight (lb),Volume (ft³),Approved Date,Payment Terms,Incoterms,Seller Address,Exchange Rate,Reverse Exchange Rate,Paid,Amt. Before Tax (CAD),Items Amount (CAD),Pallets,Ventilation,Container#,Bill of Lading,Canadian Customs,Job:Due Date,Cornerboards Packaging,Port of Loading,Customs Clearance
Delivered,3701,ASOGUABO,ONE,USD 12955.50,900,Yes,8/31/24,9/11/24,Philadelphia,9/17/24,Yes,"17,826.77",0,0,13.5,"26,949.73","32,719.30",900.0,8/14/24,David Melo,3701.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"17,826.77","17,826.77",Walk Global/Escobar,25.0,TCLU1269688,ONEYGYEE14692700,<none>,9/24/24,Plastico reciclado,Guayaquil,
Delivered,3700,ASOGUABO,ONE,USD 12955.50,900,Yes,8/31/24,9/11/24,Philadelphia,9/17/24,Yes,"17,826.77",0,0,13.5,"26,957.77","32,526.05",900.0,8/14/24,David Melo,3700.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"17,826.77","17,826.77",Walk Global/Escobar,25.0,BMOU9809678,ONEYGYEE14690500,<none>,9/25/24,Plastico reciclado,Guayaquil,
Delivered,3699,ASOGUABO,Seaboard,USD 13059.00,900,Yes,8/30/24,9/9/24,Philadelphia,9/17/24,Yes,"17,969.18",0,0,13.5,"27,011.13","32,900.47",900.0,8/14/24,David Melo,3699.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"17,969.18","17,969.18",Walk Global/Escobar,25.0,BMOU9894200,SMLU8200135A,<none>,9/19/24,Plastico reciclado,Guayaquil,
Delivered,3630,PRIECOR S.A.,Maersk,USD 12690.00,900,Yes,8/31/24,9/16/24,Philadelphia,9/22/24,Yes,"17,461.44",0,0,13.5,"26,851.77","32,622.68",900.0,8/14/24,David Melo,3630.0,"35,991.00","1,908.00",,Due on receipt,FOB,"Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",0.73,1.38,Yes,"17,461.44","17,461.44",Walk Global/Escobar,25.0,SUDU6179823,MAEU243403078,<none>,9/27/24,Plastico,Puerto Bolivar,
Delivered,3698,Surgesa S.A.,ONE,USD 13095.00,900,Yes,8/31/24,9/11/24,Philadelphia,9/16/24,Yes,"18,018.72",0,0,13.5,"21,279.20","31,123.06",900.0,8/13/24,David Melo,3698.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.38,Yes,"18,018.72","18,018.72",Walk Global/Escobar,25.0,MORU1136663,ONEYGYEE14660900,<none>,9/19/24,Plastico,Guayaquil,
Delivered,3697,Surgesa S.A.,ONE,USD 13095.00,900,Yes,8/31/24,9/11/24,Philadelphia,9/16/24,Yes,"18,018.72",0,0,13.5,"27,370.21","32,828.00",900.0,8/13/24,David Melo,3697.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.38,Yes,"18,018.72","18,018.72",Walk Global/Escobar,25.0,TRIU8897910,ONEYGYEE14659300,<none>,9/21/24,Plastico,Guayaquil,US Clearance
Delivered,3696,Marplantis Organic Sustainable Agriculture,ONE,USD 13392.00,960,Yes,8/31/24,9/11/24,Philadelphia,9/17/24,Yes,"18,427.39",0,0,13.5,"28,027.37","31,906.20",960.0,8/13/24,David Melo,3696.0,"38,390.40",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.38,Yes,"18,427.39","18,427.39",Tipo CHEP,25.0,MORU1105030,ONEYGYEE14702600,<none>,9/16/24,Plastico,Guayaquil,
Delivered,3634,Marplantis Organic Sustainable Agriculture,Maersk,USD 12690.00,900,Yes,8/31/24,9/16/24,Hueneme,9/19/24,Yes,"17,461.44",0,0,13.5,"24,960.29","30,797.66",900.0,8/13/24,David Melo,3634.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.38,Yes,"17,461.44","17,461.44",Walk Global/Escobar,25.0,MNBU0609182,MAEU243407241,<none>,9/20/24,Plastico,Puerto Bolivar,
Delivered,3695,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,8/31/24,9/11/24,Philadelphia,9/15/24,Yes,"17,461.44",0,0,13.5,"26,589.74","32,828.00",900.0,8/13/24,David Melo,3695.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.38,Yes,"17,461.44","17,461.44",Walk Global/Escobar,25.0,TTNU8446445,ONEYGYEE14695300,<none>,9/21/24,Plastico,Guayaquil,
Delivered,3694,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,8/31/24,9/11/24,Philadelphia,9/15/24,Yes,"17,461.44",0,0,13.5,"26,577.37","32,803.85",900.0,8/13/24,David Melo,3694.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.38,Yes,"17,461.44","17,461.44",Walk Global/Escobar,25.0,IKSU2518819,ONEYGYEE14704800,<none>,9/23/24,Plastico,Guayaquil,
Delivered,3693,Marplantis Organic Sustainable Agriculture,Network,USD 12690.00,900,Yes,9/1/24,9/12/24,Hueneme,9/16/24,Yes,"17,461.44",0,0,13.5,"25,828.00","30,842.98",900.0,8/13/24,David Melo,3693.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.38,Yes,"17,461.44","17,461.44",Walk Global/Escobar,25.0,SEKU9197363,NQSH43101DP37103,<none>,9/16/24,Plastico,Puerto Bolivar,
Delivered,3692,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,8/29/24,9/8/24,Philadelphia,9/13/24,Yes,"18,625.54",0,0,13.5,"26,846.56","33,642.49",960.0,8/13/24,David Melo,3692.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.73,1.38,Yes,"18,625.54","18,625.54",Chep,25.0,BMOU9311324,SMLU8201389A,<none>,9/13/24,Carton,Santa Marta,
Delivered,3691,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,8/29/24,9/8/24,Philadelphia,9/12/24,Yes,"18,625.54",0,0,13.5,"25,166.11","31,187.59",960.0,8/13/24,David Melo,3691.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.73,1.38,Yes,"18,625.54","18,625.54",Chep,25.0,TEMU9447340,SMLU8201373A,<none>,9/12/24,Carton,Santa Marta,
Delivered,3690,COQUIMBA,Maersk,USD 10416.00,960,Yes,8/30/24,9/16/24,Philadelphia,9/19/24,Yes,"14,332.42",0,0,13.5,"24,063.45","29,118.47",960.0,8/13/24,David Melo,3690.0,"38,392.18","2,034.12",,,FOB,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",0.73,1.38,Yes,"14,332.42","14,332.42",Standard Americano,25.0,MNBU9170531,MAEU243495484,<none>,9/19/24,Plastico,Corinto,
Delivered,3689,COQUIMBA,Maersk,USD 9724.80,960,Yes,8/30/24,9/9/24,Philadelphia,9/16/24,Yes,"13,381.32",0,0,13.5,"24,352.17","29,097.09",960.0,8/13/24,David Melo,3689.0,"38,392.18","2,034.12",,,EXW,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",0.73,1.38,Yes,"13,381.32","13,381.32",Standard Americano,25.0,MNBU3556785,MAEU243495361,<none>,9/12/24,Plastico,Puerto Cortes,
Delivered,3688,APPBOSA,Maersk,USD 13296.00,960,Yes,8/24/24,9/9/24,Philadelphia,9/16/24,Yes,"18,295.30",0,0,13.5,"28,214.17","31,906.20",960.0,8/13/24,David Melo,3688.0,"38,392.18","2,034.12",,,FOB,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru",0.73,1.38,Yes,"18,295.30","18,295.30",Chep,25.0,MNBU3803226,MAEU243449751,<none>,9/12/24,Plastico,Paita,
Delivered,3687,Latbio S.A.,Maersk,USD 12690.00,900,Yes,9/14/24,9/30/24,,10/6/24,Yes,"17,461.44",0,0,13.5,"27,150.05","33,117.88",900.0,8/13/24,David Melo,3687.0,"35,992.67","1,906.99",,Net 10,FOB,"10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",0.73,1.38,Yes,"17,461.44","17,461.44",Walk Global/Escobar,25.0,MNBU0306550,MAEU243977561,<none>,10/12/24,Plastico,,
Delivered,3686,Latbio S.A.,Maersk,USD 12690.00,900,Yes,8/24/24,9/9/24,Philadelphia,9/14/24,Yes,"17,461.44",0,0,13.5,"26,685.57","33,045.41",900.0,8/13/24,David Melo,3686.0,"35,992.67","1,906.99",,Net 10,FOB,"10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",0.73,1.38,Yes,"17,461.44","17,461.44",Walk Global/Escobar,25.0,MNBU3468344,MAEU243403016,<none>,9/18/24,Plastico,Puerto Bolivar,
Delivered,3685,Hacienda Celia María C.A.,ZIM,USD 13095.00,900,Yes,8/25/24,9/1/24,Philadelphia,9/11/24,Yes,"18,018.72",0,0,13.5,"27,168.22","32,876.32",900.0,8/13/24,David Melo,3685.0,0,"1,908.00",,,FOB,"Luque 127 y Pedro Carbo, Guayaquil, Ecuador",0.73,1.38,Yes,"18,018.72","18,018.72",Walk Global/Escobar,25.0,ZMOU8870023,ZIMUGYL00010142,<none>,9/16/24,Plastico,Guayaquil,
Delivered,3684,ASOGUABO,Maersk,USD 12303.60,960,Yes,8/24/24,9/9/24,Philadelphia,9/14/24,Yes,"16,929.76",0,0,13.5,"26,537.14","30,805.17",960.0,8/13/24,David Melo,3684.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"16,929.76","16,929.76",Tipo CHEP,25.0,MNBU3687764,MAEU243402963,<none>,9/14/24,Plastico reciclado,Puerto Bolivar,
Delivered,3678,ASOGUABO,Maersk,USD 13530.00,960,Yes,8/24/24,9/9/24,Philadelphia,9/11/24,Yes,"18,617.28",0,0,13.5,"26,109.89","31,187.59",960.0,8/13/24,David Melo,3678.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"18,617.28","18,617.28",Tipo CHEP,25.0,MNBU3829283,MAEU243402954,<none>,9/16/24,Plastico reciclado,Puerto Bolivar,
Delivered,3683,ASOGUABO,Maersk,USD 12714.75,900,Yes,8/24/24,9/9/24,Philadelphia,9/13/24,Yes,"17,495.50",0,0,13.5,"26,685.47","32,972.94",900.0,8/13/24,David Melo,3683.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"17,495.50","17,495.50",Walk Global/Escobar,25.0,MNBU3600790,MAEU243402939,<none>,9/17/24,Plastico reciclado,Puerto Bolivar,
Delivered,3682,ASOGUABO,Maersk,USD 12714.75,900,Yes,8/24/24,9/9/24,Philadelphia,9/13/24,Yes,"17,495.50",0,0,13.5,"26,676.77","33,045.41",900.0,8/13/24,David Melo,3682.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"17,495.50","17,495.50",Walk Global/Escobar,25.0,MMAU1052214,MAEU243402923,<none>,9/18/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3681,ASOGUABO,Maersk,USD 12714.75,900,Yes,8/24/24,9/9/24,Philadelphia,9/12/24,Yes,"17,495.50",0,0,13.5,"27,281.46","32,900.47",900.0,8/13/24,David Melo,3681.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"17,495.50","17,495.50",Walk Global/Escobar,25.0,MNBU3371734,MAEU243403353,<none>,9/20/24,Plastico reciclado,Puerto Bolivar,
Delivered,3671,ASOGUABO,Maersk,USD 12714.75,900,Yes,8/24/24,9/9/24,Philadelphia,9/11/24,Yes,"17,495.50",0,0,13.5,"26,895.02","32,900.47",900.0,8/13/24,David Melo,3671.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"17,495.50","17,495.50",Walk Global/Escobar,25.0,SUDU6254531,MAEU243402910,<none>,9/20/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3680,PRIECOR S.A.,Maersk,USD 12690.00,900,Yes,8/24/24,9/9/24,Philadelphia,9/12/24,Yes,"17,461.44",0,0,13.5,"25,883.00","31,100.21",900.0,8/13/24,David Melo,3680.0,"35,991.00","1,908.00",,Due on receipt,FOB,"Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",0.73,1.38,Yes,"17,461.44","17,461.44",Walk Global/Escobar,25.0,MCAU6021010,MAEU243403062,<none>,9/16/24,Plastico,Puerto Bolivar,US Clearance
Delivered,3631,Coliman Pacific Corporation,TQL,USD 14234.40,720,Yes,9/7/24,9/11/24,,9/11/24,No,"19,572.30",0,0,13.5,"25,935.99","27,536.37",720.0,8/12/24,David Melo,3631.0,"28,794.14","1,525.59",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.38,Yes,"19,572.30","19,572.30",Chep,25.0,,,<none>,9/11/24,Plastico,"Nogales, Arizona",US Clearance
Delivered,3673,Surgesa S.A.,ZIM,USD 13095.00,900,Yes,8/24/24,9/4/24,Philadelphia,9/10/24,Yes,"18,005.63",0,0,13.5,"25,977.78","31,077.36",900.0,8/12/24,David Melo,3673.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.38,Yes,"18,005.63","18,005.63",Walk Global/Escobar,25.0,JXLU5107265,ZIMUGYL00010160,<none>,9/10/24,Plastico,Guayaquil,US Clearance
Delivered,3672,Surgesa S.A.,ONE,USD 13095.00,900,Yes,8/24/24,9/4/24,Philadelphia,9/10/24,Yes,"18,005.63",0,0,13.5,"27,073.59","32,876.32",900.0,8/12/24,David Melo,3672.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.38,Yes,"18,005.63","18,005.63",Walk Global/Escobar,25.0,TRIU8440821,ONEYGYEE14321300,<none>,9/16/24,Plastico,Guayaquil,US Clearance
Delivered,3632,Marplantis Organic Sustainable Agriculture,Maersk,USD 12690.00,900,Yes,8/24/24,9/9/24,Hueneme,9/12/24,Yes,"17,448.75",0,0,13.5,"24,946.80","30,842.98",900.0,8/12/24,David Melo,3632.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.38,Yes,"17,448.75","17,448.75",Walk Global/Escobar,25.0,MNBU4145270,MAEU243351050,<none>,9/12/24,Plastico,Puerto Bolivar,US Clearance
Delivered,3669,Marplantis Organic Sustainable Agriculture,ZIM,USD 13392.00,960,Yes,8/25/24,9/4/24,Philadelphia,9/9/24,Yes,"18,414.00",0,0,13.5,"25,812.36","31,141.76",960.0,8/12/24,David Melo,3669.0,"38,390.40",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.38,Yes,"18,414.00","18,414.00",Tipo CHEP,25.0,ZMOU8814966,ZIMUGYL00010073,<none>,9/9/24,Plastico,Guayaquil,US Clearance
Delivered,3675,Marplantis Organic Sustainable Agriculture,ZIM,USD 12690.00,900,Yes,8/25/24,9/4/24,Philadelphia,9/8/24,Yes,"17,448.75",0,0,13.5,"26,595.69","32,900.47",900.0,8/12/24,David Melo,3675.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.38,Yes,"17,448.75","17,448.75",Walk Global/Escobar,25.0,ZMOU8814879,ZIMUGYL00010074,<none>,9/14/24,Plastico,Guayaquil,US Clearance
Delivered,3674,Marplantis Organic Sustainable Agriculture,ZIM,USD 12690.00,900,Yes,8/25/24,9/4/24,Philadelphia,,Yes,"17,448.75",0,0,13.5,"26,459.49","32,876.32",900.0,8/12/24,David Melo,3674.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.38,Yes,"17,448.75","17,448.75",Walk Global/Escobar,25.0,TTNU8405723,ZIMUGYL00010075,<none>,9/16/24,Plastico,Guayaquil,US Clearance
Delivered,3670,Marplantis Organic Sustainable Agriculture,Network,USD 12690.00,900,Yes,8/25/24,9/5/24,Hueneme,9/9/24,Yes,"17,448.75",0,0,13.5,"25,722.77","30,797.66",900.0,8/12/24,David Melo,3670.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.38,Yes,"17,448.75","17,448.75",Walk Global/Escobar,25.0,SEKU9267780,NQSH43101DV36105,<none>,9/9/24,Plastico,Puerto Bolivar,US Clearance
Delivered,3662,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,8/22/24,9/1/24,Philadelphia,9/7/24,Yes,"18,612.00",0,0,13.5,"27,054.64","31,765.54",960.0,8/12/24,David Melo,3662.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.73,1.38,Yes,"18,612.00","18,612.00",Chep,25.0,TTNU8521240,SMLU8190800A,<none>,9/5/24,Carton,Santa Marta,US Clearance
Delivered,3661,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,8/22/24,9/1/24,Philadelphia,9/5/24,Yes,"18,612.00",0,0,13.5,"25,357.99","31,050.10",960.0,8/12/24,David Melo,3661.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.73,1.38,Yes,"18,612.00","18,612.00",Chep,25.0,BMOU9849310,SMLU8190786A,<none>,9/5/24,Carton,Santa Marta,US Clearance
On Hand,3677,COQUIMBA,Maersk,USD 9724.80,960,Yes,8/30/24,9/9/24,Philadelphia,9/12/24,Yes,"13,410.50",0,0,13.5,"18,098.02",0,960.0,8/8/24,David Melo,3677.0,"38,392.18","2,034.12",,,FOB,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",0.73,1.38,Yes,"13,410.50","13,410.50",Standard Americano,25.0,MNBU3113299,MAEU243540996,<none>,8/26/24,Plastico,Puerto Cortes,Canada Inbond
Delivered,3676,COQUIMBA,Maersk,USD 9724.80,960,Yes,8/23/24,9/2/24,Philadelphia,9/9/24,Yes,"13,410.50",0,0,13.5,"24,932.19","29,054.33",960.0,8/8/24,David Melo,3676.0,"38,392.18","2,034.12",,,EXW,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",0.73,1.38,Yes,"13,410.50","13,410.50",Standard Americano,25.0,SUDU8136287,MAEU243243440,<none>,9/9/24,Plastico,Puerto Cortes,Canada Inbond
Delivered,3667,Latbio S.A.,Maersk,USD 12690.00,900,Yes,8/17/24,9/2/24,Philadelphia,9/7/24,Yes,"17,499.51",0,0,13.5,"26,763.16","32,876.32",900.0,8/8/24,David Melo,3667.0,"35,992.67","1,906.99",,Net 10,FOB,"10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",0.73,1.38,Yes,"17,499.51","17,499.51",Walk Global/Escobar,25.0,SUDU6040062,MAEU243194223,<none>,9/12/24,Plastico,Puerto Bolivar,US Clearance
Delivered,3666,Latbio S.A.,Maersk,USD 12690.00,900,Yes,8/17/24,9/2/24,Philadelphia,9/7/24,Yes,"17,499.51",0,0,13.5,"26,817.26","32,876.32",900.0,8/8/24,David Melo,3666.0,"35,992.67","1,906.99",,Net 10,FOB,"10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",0.73,1.38,Yes,"17,499.51","17,499.51",Walk Global/Escobar,25.0,MNBU3638775,MAEU243194194,<none>,9/12/24,Plastico,Puerto Bolivar,US Clearance
Delivered,3668,ASOGUABO,Maersk,USD 13448.20,960,Yes,8/17/24,9/3/24,Philadelphia,9/9/24,Yes,"18,545.07",0,0,13.5,"27,943.20","31,835.87",960.0,8/8/24,David Melo,3668.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"18,545.07","18,545.07",Tipo CHEP,25.0,MNBU3911961,MAEU243194090,<none>,9/7/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3656,ASOGUABO,Maersk,USD 13448.20,960,Yes,8/17/24,9/2/24,Philadelphia,9/6/24,Yes,"18,545.07",0,0,13.5,"27,936.45","33,543.69",960.0,8/8/24,David Melo,3656.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"18,545.07","18,545.07",Tipo CHEP,25.0,SUDU6065060,MAEU243200037,<none>,9/6/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3665,ASOGUABO,ONE,USD 13728.00,960,Yes,8/17/24,8/28/24,Philadelphia,9/3/24,Yes,"18,930.91",0,0,13.5,"26,506.96","30,969.89",960.0,8/8/24,David Melo,3665.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"18,930.91","18,930.91",Tipo CHEP,25.0,TTNU8298477,ONEYGYEE13800400,<none>,8/30/24,Plastico reciclado,Guayaquil,US Clearance
Delivered,3664,ASOGUABO,Maersk,USD 12713.25,900,Yes,8/17/24,9/2/24,Philadelphia,,Yes,"17,531.57",0,0,13.5,"26,909.29","32,900.24",900.0,8/8/24,David Melo,3664.0,"35,992.67","1,906.99",,Due on receipt,,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"17,531.57","17,531.57",Walk Global/Escobar,25.0,MNBU3183526,MAEU243194065,<none>,9/11/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3679,ASOGUABO,Maersk,USD 12713.25,900,Yes,8/17/24,9/2/24,Philadelphia,9/5/24,Yes,"17,531.57",0,0,13.5,"26,906.39","32,828.00",900.0,8/8/24,David Melo,3679.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.38,Yes,"17,531.57","17,531.57",Walk Global/Escobar,25.0,MNBU3527154,MAEU243194045,<none>,9/9/24,Plastico reciclado,Puerto Bolivar,US Clearance
Delivered,3660,Marplantis Organic Sustainable Agriculture,ONE,USD 13392.00,960,Yes,8/17/24,9/4/24,Philadelphia,,Yes,"18,614.88",0,0,13.5,"27,930.76","31,882.75",960.0,8/5/24,David Melo,3660.0,"38,390.40",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.72,1.39,Yes,"18,614.88","18,614.88",Tipo CHEP,25.0,SEGU9173808,ONEYGYEE13686900,<none>,9/10/24,Plastico,Guayaquil,US Clearance
Delivered,3659,Marplantis Organic Sustainable Agriculture,ZIM,USD 13392.00,960,Yes,8/11/24,8/21/24,Philadelphia,8/26/24,Yes,"18,614.88",0,0,13.5,"28,141.12","31,636.60",960.0,8/5/24,David Melo,3659.0,"38,390.40",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.72,1.39,Yes,"18,614.88","18,614.88",Tipo CHEP,25.0,ZMOU8838551,ZIMUGYL00009786,<none>,8/27/24,Plastico,Guayaquil,US Clearance
Delivered,3654,Surgesa S.A.,COSCO Shipping,USD 13095.00,900,Yes,8/17/24,9/4/24,Philadelphia,9/3/24,Yes,"18,202.05",0,0,13.5,"26,921.83","32,900.47",900.0,8/5/24,David Melo,3654.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.72,1.39,Yes,"18,202.05","18,202.05",Walk Global/Escobar,25.0,DFOU6143630,COSU6393376350,<none>,9/14/24,Plastico,Guayaquil,US Clearance
Delivered,3657,Marplantis Organic Sustainable Agriculture,ONE,USD 13392.00,960,Yes,8/17/24,8/28/24,Philadelphia,9/4/24,Yes,"18,614.88",0,0,13.5,"26,110.67","31,141.76",960.0,8/5/24,David Melo,3657.0,"38,390.40",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.72,1.39,Yes,"18,614.88","18,614.88",Tipo CHEP,25.0,SEGU9245791,ONEYGYEE13688400,<none>,9/3/24,Plastico,Guayaquil,US Clearance
Delivered,3655,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,8/17/24,8/28/24,Philadelphia,9/3/24,Yes,"17,639.10",0,0,13.5,"25,342.82","31,054.51",900.0,8/5/24,David Melo,3655.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.72,1.39,Yes,"17,639.10","17,639.10",Walk Global/Escobar,25.0,TEMU9543241,ONEYGYEE13687300,<none>,9/4/24,Plastico,Guayaquil,US Clearance
Delivered,3651,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,8/17/24,8/28/24,Philadelphia,9/2/24,Yes,"17,639.10",0,0,13.5,"26,511.21","32,828.00",900.0,8/5/24,David Melo,3651.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.72,1.39,Yes,"17,639.10","17,639.10",Walk Global/Escobar,25.0,ONEU9091440,ONEYGYEE13685800,<none>,9/9/24,Plastico,Guayaquil,US Clearance
Delivered,3648,Marplantis Organic Sustainable Agriculture,Network,USD 12690.00,900,Yes,8/18/24,8/29/24,Hueneme,9/2/24,Yes,"17,639.10",0,0,13.5,"25,917.54","30,797.66",900.0,8/5/24,David Melo,3648.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.72,1.39,Yes,"17,639.10","17,639.10",Walk Global/Escobar,25.0,SZLU9504577,NQSH43101DH35102,<none>,9/3/24,Plastico,Puerto Bolivar,US Clearance
