"Status","Number","Release Date","Released to","Pieces","Weight (lb)","Volume (ft³)","Creation Date","Issued By","Income (CAD)","Expense (CAD)","Balance (CAD)","Transactions Balance (CAD)","Division","Exclude From Tracking","Volume weight (Vlb)","Employee","PRO Number","Tracking Number","Driver's Name","Driver's License Number","Notes","Is Liquidated","Carrier","Delivery Date","POD Received By","POD Comments","Entry Number","G.O. Number","C.F.S. Number","Commodities Description","Issued By Address","Release to Address","Has Transactions","Purchase Order Number","Attachments","Online","Billing Client","Template Name","Online Creator","VIN","Is Printed","Last Event","Task Type","Task Employee","Task Status","Task Subject","Task Notes","Purchase Order","Delivery date","Lot Number","Container#"
"Delivered","3000","08/21/2023","Krown Produce  Fresh At Its Best™","900","35,992.67","1,906.99","08/18/2023","Equifruit, Inc.","31,169.73","0.00","31,169.73","0.00",,"No","19,851.10","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco; Banano Cavendish Organico Fairtrade 3lb con Banda Costco","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","No",,"No","No","Krown Produce  Fresh At Its Best™",,,,"No",,,,,,,"AL 0715",,,"TEMU9502556"
"Delivered","2988","08/20/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/18/2023","Equifruit, Inc.","29,541.39","0.00","29,541.39","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234559",,,
"Delivered","2990","08/20/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/18/2023","Equifruit, Inc.","34,392.46","0.00","34,392.46","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","RF Cargo",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234557",,,
"Delivered","2986","08/19/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/18/2023","Equifruit, Inc.","34,493.77","0.00","34,493.77","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234556",,,
"Delivered","2984","08/18/2023","Courchesne Larose","1","3,747.86","2,359.59","08/17/2023","Equifruit, Inc.","34,417.79","0.00","34,417.79","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740808378",,,
"Delivered","2985","08/18/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/17/2023","Equifruit, Inc.","29,541.39","0.00","29,541.39","0.00",,"No","24,562.48","Claudia Ramirez",,,,,"Please set reefer at 62F continously.","No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234417",,,
"Delivered","2969","08/18/2023","Courchesne Larose","1","3,747.86","2,359.59","08/17/2023","Equifruit, Inc.","34,664.85","0.00","34,664.85","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"2366425",,,
"Delivered","2983Q1","08/17/2023","Sobeys Quebec City","288","11,517.65","610.24","08/11/2023","Equifruit, Inc.","9,837.68","0.00","9,837.68","0.00",,"No","6,352.35","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","No",,"No","No","Sobeys Quebec City",,,,"No",,,,,,,"4566335568",,"0011e774","MMAU1260774"
"Delivered","2930","08/17/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/16/2023","Equifruit, Inc.","34,329.15","17,244.63","17,084.52","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234416",,,
"Delivered","2970","08/16/2023","Top Banana","1","3,747.86","2,359.59","08/15/2023","Equifruit, Inc.","32,135.10","0.00","32,135.10","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","415 NYC Terminal Market, Bronx, NY 10474. United States","No",,"No","No","Top Banana",,,,"No",,,,,,,"081623",,,"MNBU9007859"
"Delivered","2972","08/16/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/15/2023","Equifruit, Inc.","34,392.46","0.00","34,392.46","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234413",,,
"Delivered","2993","08/16/2023","Sobeys BCH","1","3,747.86","2,359.59","08/16/2023","Equifruit, Inc.","31,230.72","0.00","31,230.72","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","No",,"No","No","Sobeys BCH",,,,"No",,,,,,,"4566369890",,,"BMOU9851810"
"Delivered","2977","08/15/2023","Sobeys BCH","1","3,747.86","2,359.59","08/14/2023","Equifruit, Inc.","31,196.16","0.00","31,196.16","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","No",,"No","No","Sobeys BCH",,,,"No",,,,,,,"4566335548",,,"MNBU4341307"
"Delivered","2978","08/15/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/14/2023","Equifruit, Inc.","29,454.37","0.00","29,454.37","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234415",,,
"Delivered","2908G","08/14/2023","Gambles","336","13,437.26","711.94","08/11/2023","Equifruit, Inc.","12,210.93","0.00","12,210.93","0.00",,"No","7,411.08","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","302 Dwight Ave, Toronto, ON M8V 2W7. Canada","No",,"No","No","Gambles",,,,"No",,,,,,,"GF14324",,,
"Delivered","2976","08/14/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/11/2023","Equifruit, Inc.","34,329.15","0.00","34,329.15","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234412",,,
"Delivered","2975","08/14/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/11/2023","Equifruit, Inc.","34,265.83","0.00","34,265.83","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234274",,,
"Delivered","2902","08/14/2023","Krown Produce  Fresh At Its Best™","1","3,747.86","2,359.59","08/11/2023","Equifruit, Inc.","31,020.25","0.00","31,020.25","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","No",,"No","No","Krown Produce  Fresh At Its Best™",,,,"No",,,,,,,"AL0658",,,"SEKU9159960"
"Delivered","2908C","08/13/2023","Chiovitti Banana Co., Ltd","624","24,954.92","1,322.18","08/11/2023","Equifruit, Inc.","22,483.75","0.00","22,483.75","0.00",,"No","13,763.43","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234414",,,
"Delivered","2973","08/12/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/10/2023","Equifruit, Inc.","29,356.49","0.00","29,356.49","0.00",,"No","24,562.48","Claudia Ramirez",,,,,"Please set refer at 66F continous","No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234273",,,
"Delivered","2980","08/11/2023","Courchesne Larose","1","3,747.86","2,359.59","08/10/2023","Equifruit, Inc.","34,329.15","0.00","34,329.15","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740801196",,,
"Delivered","2982","08/11/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/10/2023","Equifruit, Inc.","34,164.77","0.00","34,164.77","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234274",,,
"Delivered","2971","08/10/2023","Top Banana","1","3,747.86","2,359.59","08/10/2023","Equifruit, Inc.","31,909.47","0.00","31,909.47","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","415 NYC Terminal Market, Bronx, NY 10474. United States","No",,"No","No","Top Banana",,,,"No",,,,,,,"081023",,,"TXGU9004535"
"Delivered","2903","08/10/2023","Courchesne Larose","1","3,747.86","2,359.59","08/08/2023","Equifruit, Inc.","34,294.72","0.00","34,294.72","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"2366424",,,"BMOU9848000"
"Delivered","2967","08/10/2023","Sobeys BCH","1","3,747.86","2,359.59","08/08/2023","Equifruit, Inc.","31,011.84","0.00","31,011.84","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","No",,"No","No","Sobeys BCH",,,,"No",,,,,,,"4566335546",,,"SZLU9305338"
"Delivered","2926","08/08/2023","Top Banana","1","3,747.86","2,359.59","08/07/2023","Equifruit, Inc.","32,063.85","0.00","32,063.85","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","415 NYC Terminal Market, Bronx, NY 10474. United States","No",,"No","No","Top Banana",,,,"No",,,,,,,"080823",,,
"Delivered","2966","08/08/2023","Courchesne Larose","1","3,747.86","2,359.59","08/07/2023","Equifruit, Inc.","34,164.53","0.00","34,164.53","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740801179",,,
"Delivered","3009","08/08/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/07/2023","Equifruit, Inc.","34,177.20","0.00","34,177.20","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234269",,,
"Delivered","2968Q2","08/07/2023","Sobeys Quebec City","288","11,517.65","610.24","07/28/2023","Equifruit, Inc.","9,732.44","0.00","9,732.44","0.00",,"No","6,352.35","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","No",,"No","No","Sobeys Quebec City",,,,"No",,,,,,,"4566335565",,"0011e436","MNBU0083436"
"Delivered","2964C","08/07/2023","Chiovitti Banana Co., Ltd","624","24,954.92","1,322.18","08/04/2023","Equifruit, Inc.","22,342.13","0.00","22,342.13","0.00",,"No","13,763.43","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234270",,,
"Delivered","2964G","08/07/2023","GO FRESH","336","13,437.26","711.94","08/04/2023","Equifruit, Inc.","12,134.01","0.00","12,134.01","0.00",,"No","7,411.08","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","302 Dwight Avenue, Toronto, ON M8W 2W7. Canada","No",,"No","No","GO FRESH",,,,"No",,,,,,,"GF14323",,,
"Delivered","2965","08/07/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/04/2023","Equifruit, Inc.","29,171.58","0.00","29,171.58","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234271",,,
"Delivered","2974","08/07/2023","Krown Produce  Fresh At Its Best™","1","3,747.86","2,359.59","08/04/2023","Equifruit, Inc.","30,836.30","0.00","30,836.30","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","No",,"No","No","Krown Produce  Fresh At Its Best™",,,,"No",,,,,,,"AL 0613",,,
"Delivered","2959","08/06/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/04/2023","Equifruit, Inc.","34,025.24","0.00","34,025.24","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234268",,,
"Delivered","2960","08/05/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/04/2023","Equifruit, Inc.","34,149.37","0.00","34,149.37","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234130",,,
"Delivered","2956","08/04/2023","Top Banana","1","3,747.86","2,359.59","08/03/2023","Equifruit, Inc.","31,873.84","0.00","31,873.84","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","415 NYC Terminal Market, Bronx, NY 10474. United States","No",,"No","No","Top Banana",,,,"No",,,,,,,"080423",,,
"Delivered","2957","08/04/2023","Courchesne Larose","1","3,747.86","2,359.37","08/03/2023","Equifruit, Inc.","34,177.20","0.00","34,177.20","0.00",,"No","24,560.22","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740725261",,,
"Delivered","2961","08/04/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","08/03/2023","Equifruit, Inc.","29,193.33","0.00","29,193.33","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234129",,,
"Delivered","2968Q1","08/03/2023","Sobeys Quebec City","288","11,517.65","610.24","07/28/2023","Equifruit, Inc.","9,725.18","0.00","9,725.18","0.00",,"No","6,352.35","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","No",,"No","No","Sobeys Quebec City",,,,"No",,,,,,,"4566309726",,"0011e436","MNBU0083436"
"Delivered","2963","08/03/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.73","08/02/2023","Equifruit, Inc.","34,022.51","0.00","34,022.51","0.00",,"No","24,563.90","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234128",,,
"Delivered","2962","08/03/2023","Sobeys BCH","1","3,747.86","2,359.59","08/02/2023","Equifruit, Inc.","30,873.60","0.00","30,873.60","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","No",,"No","No","Sobeys BCH",,,,"No",,,,,,,"4566309718",,,
"Delivered","2955","08/01/2023","Sobeys BCH","1","3,747.86","2,359.59","07/31/2023","Equifruit, Inc.","30,666.24","0.00","30,666.24","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Sherrington T",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","No",,"No","No","Sobeys BCH",,,,"No",,,,,,,"4566309717",,,"SEGU9430932"
"Delivered","2940G","08/01/2023","Gambles","240","9,598.05","508.53","07/31/2023","Equifruit, Inc.","8,602.52","0.00","8,602.52","0.00",,"No","5,293.63","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","302 Dwight Ave, Toronto, ON M8V 2W7. Canada","No",,"No","No","Gambles",,,,"No",,,,,,,"14124",,,
"Delivered","2948","08/01/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","07/31/2023","Equifruit, Inc.","34,047.88","0.00","34,047.88","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"5720718205",,,
"Delivered","2950","08/01/2023","Courchesne Larose","1","3,747.86","2,359.37","07/31/2023","Equifruit, Inc.","34,022.51","0.00","34,022.51","0.00",,"No","24,560.22","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740725248",,,
"Delivered","2940C","08/01/2023","Chiovitti Banana Co., Ltd","720","28,794.14","1,525.59","07/31/2023","Equifruit, Inc.","23,006.07","0.00","23,006.07","0.00",,"No","15,880.88","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade con banda; Banano Cavendish Convencional Fairtrade con etiqueta","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"233984",,,
"Delivered","2951","07/31/2023","Top Banana","1","3,747.86","2,359.37","07/28/2023","Equifruit, Inc.","31,470.07","0.00","31,470.07","0.00",,"No","24,560.22","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","415 NYC Terminal Market, Bronx, NY 10474. United States","No",,"No","No","Top Banana",,,,"No",,,,,,,"073123",,,
"Delivered","2952Q1","07/31/2023","Sobeys Quebec City","336","13,437.26","711.94","07/24/2023","Equifruit, Inc.","11,219.04","0.00","11,219.04","0.00",,"No","7,411.08","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","No",,"No","No","Sobeys Quebec City",,,,"No",,,,,,,"4566309725",,"0011E933","SUDU8109933"
"Delivered","2949","07/31/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.37","07/28/2023","Equifruit, Inc.","28,823.52","0.00","28,823.52","0.00",,"No","24,560.22","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234127",,,
"Delivered","2945","07/30/2023","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.37","07/28/2023","Equifruit, Inc.","33,997.14","0.00","33,997.14","0.00",,"No","24,560.22","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234124",,,
"Delivered","2954C","07/30/2023","Chiovitti Banana Co., Ltd","624","24,954.92","1,322.18","07/28/2023","Equifruit, Inc.","22,092.22","0.00","22,092.22","0.00",,"No","13,763.43","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"234126",,,
"Delivered","2954G","07/30/2023","GO FRESH","336","13,437.26","711.94","07/28/2023","Equifruit, Inc.","11,998.28","0.00","11,998.28","0.00",,"No","7,411.08","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","302 Dwight Avenue, Toronto, ON M8W 2W7. Canada","No",,"No","No","GO FRESH",,,,"No",,,,,,,"14125",,,
"Delivered","2941","07/29/2023","Chiovitti Banana Co., Ltd","1","39,740.53","2,359.37","07/28/2023","Equifruit, Inc.","33,832.23","0.00","33,832.23","0.00",,"No","24,560.22","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"233987",,,
"Delivered","2946","07/29/2023","Courchesne Larose","1","42,140.04","2,359.37","07/28/2023","Equifruit, Inc.","33,848.01","0.00","33,848.01","0.00",,"No","24,560.22","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"2363481",,,
"Delivered","2952C","07/28/2023","Chiovitti Banana Co., Ltd","624","24,954.92","1,322.18","07/24/2023","Equifruit, Inc.","17,438.90","0.00","17,438.90","0.00",,"No","13,763.43","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Convencional Fairtrade con etiqueta","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"233986",,"0012E933","SUDU8109933"
"Delivered","2944","07/28/2023","Courchesne Larose","1","39,738.86","2,359.37","07/27/2023","Equifruit, Inc.","34,047.88","0.00","34,047.88","0.00",,"No","24,560.22","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740718298",,,
